kode,nama,province,layer,markers
32.08.13.2024,Linggaindah,Jawa Barat,SANSKRIT,[indah]
32.08.14.2001,Cirea,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.08.14.2002,Sukasari,Jawa Barat,SANSKRIT,-sari
32.08.14.2003,Seda,Jawa Barat,UNKNOWN,
32.08.14.2004,Trijaya,Jawa Barat,SANSKRIT,-jaya
32.08.14.2005,Randobawagirang,Jawa Barat,UNKNOWN,
32.08.14.2006,Pakembangan,Jawa Barat,UNKNOWN,
32.08.14.2007,Randobawailir,Jawa Barat,UNKNOWN,
32.08.14.2008,Kertawinangun,Jawa Barat,SANSKRIT,[kerta]
32.08.14.2009,Mandirancan,Jawa Barat,UNKNOWN,
32.08.14.2010,Nanggela,Jawa Barat,UNKNOWN,
32.08.14.2011,Nanggerangjaya,Jawa Barat,SANSKRIT,-jaya
32.08.14.2012,Salakadomas,Jawa Barat,UNKNOWN,
32.08.15.2001,Selajambe,Jawa Barat,UNKNOWN,
32.08.15.2002,Cantilan,Jawa Barat,UNKNOWN,
32.08.15.2003,Ciberung,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.08.15.2004,Kutawaringin,Jawa Barat,UNKNOWN,
32.08.15.2005,Jamberama,Jawa Barat,UNKNOWN,
32.08.15.2006,Bagawat,Jawa Barat,UNKNOWN,
32.08.15.2007,Padahurip,Jawa Barat,UNKNOWN,
32.08.16.2002,Gereba,Jawa Barat,UNKNOWN,
32.08.16.2004,Cilaja,Jawa Barat,PRE_HINDU,ci-; ci- (Sunda)
32.08.16.2005,Cikubangsari,Jawa Barat,MIXED,-sari; ci-; ci- (Sunda)
32.08.16.2006,Bojong,Jawa Barat,PRE_HINDU,[bojong]
