kode,nama,province,layer,markers
35.23.12.2012,Mentoso,Jawa Timur,UNKNOWN,
35.23.12.2013,Jenggolo,Jawa Timur,UNKNOWN,
35.23.12.2014,Kaliuntu,Jawa Timur,PRE_HINDU,kali-
35.23.12.2015,Sekardadi,Jawa Timur,SANSKRIT,-adi
35.23.12.2016,Jenu,Jawa Timur,UNKNOWN,
35.23.12.2017,Sugihwaras,Jawa Timur,UNKNOWN,
35.23.13.2001,Tlogowaru,Jawa Timur,PRE_HINDU,tlogo-
35.23.13.2002,Tobo,Jawa Timur,UNKNOWN,
35.23.13.2003,Temandang,Jawa Timur,UNKNOWN,
35.23.13.2004,Tuwiri Wetan,Jawa Timur,PRE_HINDU,[wetan]; [dir:wetan]
35.23.13.2005,Pongpongan,Jawa Timur,UNKNOWN,
35.23.13.2006,Tuwiri Kulon,Jawa Timur,PRE_HINDU,[kulon]; [dir:kulon]
35.23.13.2007,Sugihan,Jawa Timur,UNKNOWN,
35.23.13.2008,Senori,Jawa Timur,UNKNOWN,
35.23.13.2009,Sembungrejo,Jawa Timur,SANSKRIT,-rejo
35.23.13.2010,Kapu,Jawa Timur,UNKNOWN,
35.23.13.2011,Tahulu,Jawa Timur,UNKNOWN,
35.23.13.2012,Tegalrejo,Jawa Timur,MIXED,-rejo; tegal-
35.23.13.2013,Borehbangle,Jawa Timur,UNKNOWN,
35.23.13.2014,Sambonggede,Jawa Timur,UNKNOWN,
35.23.13.2015,Sumber,Jawa Timur,PRE_HINDU,sumber-
35.23.13.2016,Mandirejo,Jawa Timur,SANSKRIT,-rejo
35.23.13.2017,Sendanghaji,Jawa Timur,PRE_HINDU,sendang-
35.23.13.2018,Bogorejo,Jawa Timur,SANSKRIT,-rejo
35.23.13.2019,Sumberjo,Jawa Timur,PRE_HINDU,sumber-
35.23.14.2004,Kebonagung,Jawa Timur,SANSKRIT,-agung
35.23.14.2005,Pekuwon,Jawa Timur,UNKNOWN,
35.23.14.2007,Rengel,Jawa Timur,UNKNOWN,
35.23.14.2008,Maibit,Jawa Timur,UNKNOWN,
35.23.14.2009,Bulurejo,Jawa Timur,SANSKRIT,-rejo
35.23.14.2010,Karangtinoto,Jawa Timur,PRE_HINDU,[karang]
35.23.14.2011,Sawahan,Jawa Timur,PRE_HINDU,sawah-
35.23.14.2013,Kanorejo,Jawa Timur,SANSKRIT,-rejo
35.23.14.2014,Tambakrejo,Jawa Timur,SANSKRIT,-rejo
35.23.14.2016,Ngadirejo,Jawa Timur,SANSKRIT,-rejo
35.23.14.2017,Sumberejo,Jawa Timur,MIXED,-rejo; sumber-
35.23.14.2018,Punggulrejo,Jawa Timur,SANSKRIT,-rejo
35.23.14.2019,Campurejo,Jawa Timur,SANSKRIT,-rejo
35.23.14.2020,Banjaragung,Jawa Timur,MIXED,-agung; banjar-
35.23.14.2021,Banjararum,Jawa Timur,PRE_HINDU,banjar-
35.23.14.2022,Prambonwetan,Jawa Timur,UNKNOWN,
35.23.15.1006,Karang,Jawa Timur,PRE_HINDU,[karang]
35.23.15.1015,Gedongombo,Jawa Timur,UNKNOWN,
35.23.15.2001,Jadi,Jawa Timur,SANSKRIT,-adi
35.23.15.2002,Boto,Jawa Timur,UNKNOWN,
35.23.15.2003,Prunggahan Kulon,Jawa Timur,PRE_HINDU,[kulon]; [dir:kulon]
35.23.15.2004,Tegalagung,Jawa Timur,MIXED,-agung; tegal-
35.23.15.2009,Bektiharjo,Jawa Timur,SANSKRIT,-harjo
35.23.15.2010,Ngino,Jawa Timur,UNKNOWN,
35.23.15.2011,Prunggahan Wetan,Jawa Timur,PRE_HINDU,[wetan]; [dir:wetan]
35.23.15.2012,Sambongrejo,Jawa Timur,SANSKRIT,-rejo
35.23.15.2013,Semanding,Jawa Timur,UNKNOWN,
35.23.15.2014,Bejagung,Jawa Timur,SANSKRIT,-agung
35.23.15.2016,Penambangan,Jawa Timur,UNKNOWN,
35.23.15.2017,Genaharjo,Jawa Timur,SANSKRIT,-harjo
35.23.15.2018,Kowang,Jawa Timur,UNKNOWN,
35.23.15.2019,Tunah,Jawa Timur,UNKNOWN,
35.23.15.2020,Gesing,Jawa Timur,UNKNOWN,
35.23.16.1003,Mondokan,Jawa Timur,UNKNOWN,
35.23.16.1005,Perbon,Jawa Timur,UNKNOWN,
35.23.16.1006,Latsari,Jawa Timur,SANSKRIT,-sari
35.23.16.1007,Karangsari,Jawa Timur,MIXED,-sari; [karang]
35.23.16.1008,Kingking,Jawa Timur,UNKNOWN,
35.23.16.1009,Ronggomulyo,Jawa Timur,SANSKRIT,-mulyo
35.23.16.1010,Sidorejo,Jawa Timur,SANSKRIT,-rejo
35.23.16.1011,Doromukti,Jawa Timur,SANSKRIT,-mukti
35.23.16.1012,Sidomulyo,Jawa Timur,SANSKRIT,-mulyo
35.23.16.1013,Kutorejo,Jawa Timur,SANSKRIT,-rejo
35.23.16.1014,Kebonsari,Jawa Timur,SANSKRIT,-sari
35.23.16.1015,Sendangharjo,Jawa Timur,MIXED,-harjo; sendang-
35.23.16.1016,Baturetno,Jawa Timur,PRE_HINDU,batu-
35.23.16.1017,Sukolilo,Jawa Timur,UNKNOWN,
35.23.16.2001,Sumurgung,Jawa Timur,PRE_HINDU,sumur-
35.23.16.2002,Sugiharjo,Jawa Timur,SANSKRIT,-harjo
35.23.16.2004,Kembangbilo,Jawa Timur,UNKNOWN,
35.23.17.2001,Trutup,Jawa Timur,UNKNOWN,
35.23.17.2002,Kesamben,Jawa Timur,UNKNOWN,
35.23.17.2003,Kepohagung,Jawa Timur,SANSKRIT,-agung
35.23.17.2004,Kedungrojo,Jawa Timur,PRE_HINDU,kedung-
35.23.17.2005,Sumurjalak,Jawa Timur,PRE_HINDU,sumur-
35.23.17.2006,Sembungrejo,Jawa Timur,SANSKRIT,-rejo
35.23.17.2007,Sumberagung,Jawa Timur,MIXED,-agung; sumber-
35.23.17.2008,Cangkring,Jawa Timur,UNKNOWN,
35.23.17.2009,Plumpang,Jawa Timur,UNKNOWN,
35.23.17.2010,Plandirejo,Jawa Timur,SANSKRIT,-rejo
35.23.17.2011,Ngrayung,Jawa Timur,UNKNOWN,
35.23.17.2012,Bandungrejo,Jawa Timur,SANSKRIT,-rejo
35.23.17.2013,Jatimulyo,Jawa Timur,MIXED,-mulyo; jati-
35.23.17.2014,Klotok,Jawa Timur,UNKNOWN,
35.23.17.2015,Magersari,Jawa Timur,SANSKRIT,-sari
35.23.17.2016,Kebomlati,Jawa Timur,UNKNOWN,
35.23.17.2017,Penidon,Jawa Timur,UNKNOWN,
35.23.17.2018,Kedungsoko,Jawa Timur,PRE_HINDU,kedung-
35.23.18.1001,Panyuran,Jawa Timur,UNKNOWN,
35.23.18.2002,Tasikmadu,Jawa Timur,UNKNOWN,
35.23.18.2003,Tegalbang,Jawa Timur,PRE_HINDU,tegal-
35.23.18.2004,Sumurgung,Jawa Timur,PRE_HINDU,sumur-
35.23.18.2005,Kradenan,Jawa Timur,UNKNOWN,
35.23.18.2006,Dawung,Jawa Timur,UNKNOWN,
35.23.18.2007,Cendoro,Jawa Timur,UNKNOWN,
35.23.18.2008,Ngimbang,Jawa Timur,UNKNOWN,
35.23.18.2009,Pucangan,Jawa Timur,UNKNOWN,
35.23.18.2010,Gesikharjo,Jawa Timur,SANSKRIT,-harjo
35.23.18.2011,Palang,Jawa Timur,UNKNOWN,
35.23.18.2012,Glodog,Jawa Timur,UNKNOWN,
35.23.18.2013,Leran Kulon,Jawa Timur,PRE_HINDU,[kulon]; [dir:kulon]
35.23.18.2014,Leran Wetan,Jawa Timur,PRE_HINDU,[wetan]; [dir:wetan]
35.23.18.2015,Wangun,Jawa Timur,UNKNOWN,
35.23.18.2016,Karangagung,Jawa Timur,MIXED,-agung; [karang]
35.23.18.2017,Pliwetan,Jawa Timur,UNKNOWN,
35.23.18.2018,Cepokorejo,Jawa Timur,SANSKRIT,-rejo
35.23.18.2019,Ketambul,Jawa Timur,UNKNOWN,
35.23.19.2001,Patihan,Jawa Timur,UNKNOWN,
35.23.19.2002,Minohorejo,Jawa Timur,SANSKRIT,-rejo
35.23.19.2003,Mrutuk,Jawa Timur,UNKNOWN,
35.23.19.2004,Compreng,Jawa Timur,UNKNOWN,
35.23.19.2005,Sumberjo,Jawa Timur,PRE_HINDU,sumber-
35.23.19.2006,Ngadipuro,Jawa Timur,UNKNOWN,
35.23.19.2007,Ngadirejo,Jawa Timur,SANSKRIT,-rejo
35.23.19.2008,Bunut,Jawa Timur,UNKNOWN,
35.23.19.2009,Widang,Jawa Timur,UNKNOWN,
35.23.19.2010,Banjar,Jawa Timur,PRE_HINDU,banjar-
35.23.19.2011,Tegalsari,Jawa Timur,MIXED,-sari; tegal-
35.23.19.2012,Mlangi,Jawa Timur,UNKNOWN,
35.23.19.2013,Simorejo,Jawa Timur,SANSKRIT,-rejo
35.23.19.2014,Kedungharjo,Jawa Timur,MIXED,-harjo; kedung-
35.23.19.2015,Kujung,Jawa Timur,UNKNOWN,
35.23.19.2016,Tegalrejo,Jawa Timur,MIXED,-rejo; tegal-
35.23.20.2001,Ngarum,Jawa Timur,UNKNOWN,
35.23.20.2002,Ngrejeng,Jawa Timur,UNKNOWN,
35.23.20.2003,Grabagan,Jawa Timur,UNKNOWN,
35.23.20.2004,Waleran,Jawa Timur,UNKNOWN,
35.23.20.2005,Banyubang,Jawa Timur,PRE_HINDU,banyu-
35.23.20.2006,Gesikan,Jawa Timur,UNKNOWN,
35.23.20.2007,Ngandong,Jawa Timur,UNKNOWN,
35.23.20.2008,Dahor,Jawa Timur,UNKNOWN,
35.23.20.2009,Dermawuharjo,Jawa Timur,SANSKRIT,-harjo
35.23.20.2010,Menyunyur,Jawa Timur,UNKNOWN,
35.23.20.2011,Pakis,Jawa Timur,UNKNOWN,
35.24.01.2001,Sembung,Jawa Timur,UNKNOWN,
35.24.01.2002,Banggle,Jawa Timur,UNKNOWN,
35.24.01.2003,Kedungkumpul,Jawa Timur,PRE_HINDU,kedung-
35.24.01.2004,Sukorame,Jawa Timur,UNKNOWN,
35.24.01.2005,Mragel,Jawa Timur,UNKNOWN,
35.24.01.2006,Kedungrejo,Jawa Timur,MIXED,-rejo; kedung-
35.24.01.2007,Sewor,Jawa Timur,UNKNOWN,
35.24.01.2008,Wedoro,Jawa Timur,UNKNOWN,
35.24.01.2009,Pendowokumpul,Jawa Timur,UNKNOWN,
35.24.02.2001,Talunrejo,Jawa Timur,SANSKRIT,-rejo
35.24.02.2002,Banjargondang,Jawa Timur,PRE_HINDU,banjar-
35.24.02.2003,Bluluk,Jawa Timur,UNKNOWN,
35.24.02.2004,Cangkring,Jawa Timur,UNKNOWN,
35.24.02.2005,Bronjong,Jawa Timur,UNKNOWN,
35.24.02.2006,Songowareng,Jawa Timur,UNKNOWN,
35.24.02.2007,Kuwurejo,Jawa Timur,SANSKRIT,-rejo
35.24.02.2008,Sumberbanjar,Jawa Timur,PRE_HINDU,sumber-
35.24.02.2009,Primpen,Jawa Timur,UNKNOWN,
35.24.03.2001,Jegreg,Jawa Timur,UNKNOWN,
35.24.03.2002,Kedungpengaron,Jawa Timur,PRE_HINDU,kedung-
35.24.03.2003,Sumberagung,Jawa Timur,MIXED,-agung; sumber-
35.24.03.2004,Kedunglerep,Jawa Timur,PRE_HINDU,kedung-
35.24.03.2005,Jatipayak,Jawa Timur,PRE_HINDU,jati-
35.24.03.2006,Kedungwaras,Jawa Timur,PRE_HINDU,kedung-
35.24.03.2007,Sidomulyo,Jawa Timur,SANSKRIT,-mulyo
35.24.03.2008,Sambangrejo,Jawa Timur,SANSKRIT,-rejo
35.24.03.2009,Medalem,Jawa Timur,UNKNOWN,
35.24.03.2010,Sidodowo,Jawa Timur,UNKNOWN,
35.24.03.2011,Mojorejo,Jawa Timur,SANSKRIT,-rejo
35.24.03.2012,Sambungrejo,Jawa Timur,SANSKRIT,-rejo
35.24.03.2013,Kedungrejo,Jawa Timur,MIXED,-rejo; kedung-
35.24.03.2014,Kacangan,Jawa Timur,PRE_HINDU,ka-...-an (kacangan)
35.24.03.2015,Nguwok,Jawa Timur,UNKNOWN,
35.24.03.2016,Pule,Jawa Timur,UNKNOWN,
35.24.03.2017,Yungyang,Jawa Timur,UNKNOWN,
35.24.04.2001,Kedungmentawar,Jawa Timur,PRE_HINDU,kedung-
35.24.04.2002,Cerme,Jawa Timur,UNKNOWN,
35.24.04.2003,Gebangangkrik,Jawa Timur,UNKNOWN,
35.24.04.2004,Ngasemlemahbang,Jawa Timur,UNKNOWN,
35.24.04.2005,Slaharwotan,Jawa Timur,UNKNOWN,
35.24.04.2006,Ganggangtingan,Jawa Timur,UNKNOWN,
35.24.04.2007,Jejel,Jawa Timur,UNKNOWN,
35.24.04.2008,Purwokerto,Jawa Timur,UNKNOWN,
35.24.04.2009,Kakatpenjalin,Jawa Timur,UNKNOWN,
35.24.04.2010,Tlemang,Jawa Timur,UNKNOWN,
35.24.04.2011,Mendogo,Jawa Timur,UNKNOWN,
35.24.04.2012,Lawak,Jawa Timur,UNKNOWN,
35.24.04.2013,Drujugurit,Jawa Timur,UNKNOWN,
35.24.04.2014,Girik,Jawa Timur,UNKNOWN,
35.24.04.2015,Munungrejo,Jawa Timur,SANSKRIT,-rejo
35.24.04.2016,Ngimbang,Jawa Timur,UNKNOWN,
35.24.04.2017,Durikedungjero,Jawa Timur,UNKNOWN,
35.24.04.2018,Lamongrejo,Jawa Timur,SANSKRIT,-rejo
35.24.04.2019,Sendangrejo,Jawa Timur,MIXED,-rejo; sendang-
35.24.05.1001,Banaran,Jawa Timur,UNKNOWN,
35.24.05.1003,Babat,Jawa Timur,UNKNOWN,
35.24.05.2002,Karangkembang,Jawa Timur,PRE_HINDU,[karang]
35.24.05.2004,Pucakwangi,Jawa Timur,UNKNOWN,
35.24.05.2005,Sogo,Jawa Timur,UNKNOWN,
35.24.05.2006,Bedahan,Jawa Timur,UNKNOWN,
35.24.05.2007,Truni,Jawa Timur,UNKNOWN,
35.24.05.2008,Gendongkulon,Jawa Timur,UNKNOWN,
35.24.05.2009,Plaosan,Jawa Timur,UNKNOWN,
35.24.05.2010,Trepan,Jawa Timur,UNKNOWN,
35.24.05.2011,Kuripan,Jawa Timur,UNKNOWN,
35.24.05.2012,Kebalanpelang,Jawa Timur,UNKNOWN,
35.24.05.2013,Sumurgenuk,Jawa Timur,PRE_HINDU,sumur-
35.24.05.2014,Gembong,Jawa Timur,UNKNOWN,
35.24.05.2015,Bulumargi,Jawa Timur,UNKNOWN,
35.24.05.2016,Datinawong,Jawa Timur,UNKNOWN,
35.24.05.2017,Kebalandono,Jawa Timur,UNKNOWN,
35.24.05.2018,Patihan,Jawa Timur,UNKNOWN,
35.24.05.2019,Moropelang,Jawa Timur,UNKNOWN,
35.24.05.2020,Keyongan,Jawa Timur,UNKNOWN,
35.24.05.2021,Sambangan,Jawa Timur,UNKNOWN,
35.24.05.2022,Tritunggal,Jawa Timur,UNKNOWN,
35.24.05.2023,Kebonagung,Jawa Timur,SANSKRIT,-agung
35.24.06.2001,Dradahblumbang,Jawa Timur,UNKNOWN,
35.24.06.2002,Kalen,Jawa Timur,UNKNOWN,
35.24.06.2003,Mojodadi,Jawa Timur,SANSKRIT,-adi
35.24.06.2004,Gunungrejo,Jawa Timur,MIXED,-rejo; gunung-
35.24.06.2005,Warungring,Jawa Timur,UNKNOWN,
35.24.06.2006,Jatidrojog,Jawa Timur,PRE_HINDU,jati-
35.24.06.2007,Kradenanrejo,Jawa Timur,SANSKRIT,-rejo
35.24.06.2008,Kandangrejo,Jawa Timur,SANSKRIT,-rejo
35.24.06.2009,Kedungpring,Jawa Timur,PRE_HINDU,kedung-
35.24.06.2010,Tlanak,Jawa Timur,UNKNOWN,
35.24.06.2011,Sukomalo,Jawa Timur,UNKNOWN,
35.24.06.2012,Mlati,Jawa Timur,UNKNOWN,
35.24.06.2013,Karangcangkring,Jawa Timur,PRE_HINDU,[karang]
35.24.06.2014,Mekanderejo,Jawa Timur,SANSKRIT,-rejo
35.24.06.2015,Banjarejo,Jawa Timur,MIXED,-rejo; banjar-
35.24.06.2016,Sidobangun,Jawa Timur,UNKNOWN,
35.24.06.2017,Blawirejo,Jawa Timur,SANSKRIT,-rejo
35.24.06.2018,Maindu,Jawa Timur,UNKNOWN,
35.24.06.2019,Tenggerejo,Jawa Timur,SANSKRIT,-rejo
35.24.06.2020,Majenang,Jawa Timur,UNKNOWN,
35.24.06.2021,Sidomlangean,Jawa Timur,UNKNOWN,
35.24.06.2022,Nglebur,Jawa Timur,UNKNOWN,
35.24.06.2023,Sumengko,Jawa Timur,UNKNOWN,
35.24.07.1010,Brondong,Jawa Timur,UNKNOWN,
35.24.07.2001,Lohgung,Jawa Timur,UNKNOWN,
35.24.07.2002,Labuhan,Jawa Timur,UNKNOWN,
35.24.07.2003,Sidomukti,Jawa Timur,SANSKRIT,-mukti
35.24.07.2004,Brengkok,Jawa Timur,UNKNOWN,
35.24.07.2005,Tlogoretno,Jawa Timur,PRE_HINDU,tlogo-
35.24.07.2006,Sendangharjo,Jawa Timur,MIXED,-harjo; sendang-
35.24.07.2007,Lembor,Jawa Timur,UNKNOWN,
35.24.07.2008,Sedayulawas,Jawa Timur,UNKNOWN,
35.24.07.2009,Sumberagung,Jawa Timur,MIXED,-agung; sumber-
35.24.08.2001,Dateng,Jawa Timur,UNKNOWN,
35.24.08.2002,Jabung,Jawa Timur,UNKNOWN,
35.24.08.2003,Keduyung,Jawa Timur,UNKNOWN,
35.24.08.2004,Centini,Jawa Timur,UNKNOWN,
35.24.08.2005,Durikulon,Jawa Timur,UNKNOWN,
35.24.08.2006,Pesanggrahan,Jawa Timur,SANSKRIT,[graha]
35.24.08.2007,Gelap,Jawa Timur,UNKNOWN,
35.24.08.2008,Mojoasem,Jawa Timur,UNKNOWN,
35.24.08.2009,Siser,Jawa Timur,UNKNOWN,
35.24.08.2010,Bulutigo,Jawa Timur,UNKNOWN,
35.24.08.2011,Pelangwot,Jawa Timur,UNKNOWN,
35.24.08.2012,Laren,Jawa Timur,UNKNOWN,
35.24.08.2013,Gampangsejati,Jawa Timur,UNKNOWN,
35.24.08.2014,Tamanprijeg,Jawa Timur,UNKNOWN,
35.24.08.2015,Karangtawar,Jawa Timur,PRE_HINDU,[karang]
35.24.08.2016,Tejoasri,Jawa Timur,SANSKRIT,-asri
35.24.08.2017,Godog,Jawa Timur,UNKNOWN,
35.24.08.2018,Bulubrangsi,Jawa Timur,UNKNOWN,
35.24.08.2019,Karangwungulor,Jawa Timur,PRE_HINDU,[karang]
35.24.08.2020,Brangsi,Jawa Timur,UNKNOWN,
35.24.09.2001,Besur,Jawa Timur,UNKNOWN,
35.24.09.2002,Titik,Jawa Timur,UNKNOWN,
35.24.09.2003,Kendal,Jawa Timur,UNKNOWN,
35.24.09.2004,Keting,Jawa Timur,UNKNOWN,
35.24.09.2005,Ngarum,Jawa Timur,UNKNOWN,
35.24.09.2006,Kebalankulon,Jawa Timur,UNKNOWN,
35.24.09.2007,Kudikan,Jawa Timur,UNKNOWN,
35.24.09.2008,Jugo,Jawa Timur,UNKNOWN,
35.24.09.2009,Manyar,Jawa Timur,UNKNOWN,
35.24.09.2010,Trosono,Jawa Timur,UNKNOWN,
35.24.09.2011,Latek,Jawa Timur,UNKNOWN,
35.24.09.2012,Miru,Jawa Timur,UNKNOWN,
35.24.09.2013,Sekaran,Jawa Timur,UNKNOWN,
35.24.09.2014,Moro,Jawa Timur,UNKNOWN,
35.24.09.2015,Karang,Jawa Timur,PRE_HINDU,[karang]
35.24.09.2016,Kembangan,Jawa Timur,UNKNOWN,
35.24.09.2017,Siman,Jawa Timur,ARABIC,-iman
35.24.09.2018,Bulutengger,Jawa Timur,UNKNOWN,
35.24.09.2019,Porodeso,Jawa Timur,UNKNOWN,
35.24.09.2020,Bugel,Jawa Timur,UNKNOWN,
35.24.09.2021,Sungegeneng,Jawa Timur,UNKNOWN,
35.24.10.2001,Duriwetan,Jawa Timur,UNKNOWN,
35.24.10.2002,Taji,Jawa Timur,UNKNOWN,
35.24.10.2003,Brumbun,Jawa Timur,UNKNOWN,
35.24.10.2004,Siwuran,Jawa Timur,UNKNOWN,
35.24.10.2005,Klagensrampat,Jawa Timur,UNKNOWN,
35.24.10.2006,Pangean,Jawa Timur,UNKNOWN,
35.24.10.2007,Maduran,Jawa Timur,UNKNOWN,
35.24.10.2008,Jangkungsomo,Jawa Timur,UNKNOWN,
35.24.10.2009,Parengan,Jawa Timur,UNKNOWN,
35.24.10.2010,Pangkatrejo,Jawa Timur,SANSKRIT,-rejo
35.24.10.2011,Kanugrahan,Jawa Timur,MIXED,[graha]; ka-...-an (kanugrahan)
35.24.10.2012,Gumantuk,Jawa Timur,UNKNOWN,
35.24.10.2013,Ngayung,Jawa Timur,UNKNOWN,
35.24.10.2014,Pringgoboyo,Jawa Timur,PRE_HINDU,pring-
35.24.10.2015,Gedangan,Jawa Timur,UNKNOWN,
35.24.10.2016,Turi,Jawa Timur,UNKNOWN,
35.24.10.2017,Blumbang,Jawa Timur,UNKNOWN,
35.24.11.2001,Sidokumpul,Jawa Timur,UNKNOWN,
35.24.11.2002,Pasarlegi,Jawa Timur,UNKNOWN,
35.24.11.2003,Semampirejo,Jawa Timur,SANSKRIT,-rejo
35.24.11.2004,Wateswinangun,Jawa Timur,UNKNOWN,
35.24.11.2005,Sumbersari,Jawa Timur,MIXED,-sari; sumber-
35.24.11.2006,Pataan,Jawa Timur,UNKNOWN,
35.24.11.2007,Tenggiring,Jawa Timur,UNKNOWN,
35.24.11.2008,Garung,Jawa Timur,UNKNOWN,
35.24.11.2009,Wonorejo,Jawa Timur,MIXED,-rejo; wono-
35.24.11.2010,Ardirejo,Jawa Timur,SANSKRIT,-rejo
35.24.11.2011,Sekidang,Jawa Timur,UNKNOWN,
35.24.11.2012,Kedungwangi,Jawa Timur,PRE_HINDU,kedung-
35.24.11.2013,Jatipandak,Jawa Timur,PRE_HINDU,jati-
35.24.11.2014,Candisari,Jawa Timur,SANSKRIT,-sari; candi-
35.24.11.2015,Nogojatisari,Jawa Timur,SANSKRIT,-sari
35.24.11.2016,Pamotan,Jawa Timur,UNKNOWN,
35.24.11.2017,Wudi,Jawa Timur,UNKNOWN,
35.24.11.2018,Barurejo,Jawa Timur,SANSKRIT,-rejo
35.24.11.2019,Kedungbanjar,Jawa Timur,PRE_HINDU,kedung-
35.24.11.2020,Gempolmanis,Jawa Timur,UNKNOWN,
35.24.11.2021,Selorejo,Jawa Timur,SANSKRIT,-rejo
35.24.11.2022,Kreteranggon,Jawa Timur,UNKNOWN,
35.24.12.2001,Sidobogem,Jawa Timur,UNKNOWN,
35.24.12.2002,Kalitengah,Jawa Timur,PRE_HINDU,kali-
35.24.12.2003,Kedungdadi,Jawa Timur,MIXED,-adi; kedung-
35.24.12.2004,Sidorejo,Jawa Timur,SANSKRIT,-rejo
35.24.12.2005,Kedungbanjar,Jawa Timur,PRE_HINDU,kedung-
35.24.12.2006,Bedingin,Jawa Timur,UNKNOWN,
35.24.12.2007,Bakalrejo,Jawa Timur,SANSKRIT,-rejo
35.24.12.2008,Gondanglor,Jawa Timur,UNKNOWN,
35.24.12.2009,Pangkatrejo,Jawa Timur,SANSKRIT,-rejo
35.24.12.2010,Karangsambigalih,Jawa Timur,PRE_HINDU,[karang]
35.24.12.2011,Supenuh,Jawa Timur,UNKNOWN,
35.24.12.2012,Lebakadi,Jawa Timur,MIXED,-adi; lebak-
35.24.12.2013,Deketagung,Jawa Timur,SANSKRIT,-agung
35.24.12.2014,Jubellor,Jawa Timur,UNKNOWN,
35.24.12.2015,Sugio,Jawa Timur,UNKNOWN,
35.24.12.2016,Daliwangun,Jawa Timur,UNKNOWN,
35.24.12.2017,Jubelkidul,Jawa Timur,UNKNOWN,
35.24.12.2018,Lawanganagung,Jawa Timur,SANSKRIT,-agung
35.24.12.2019,Kalipang,Jawa Timur,PRE_HINDU,kali-
35.24.12.2020,German,Jawa Timur,UNKNOWN,
35.24.12.2021,Sekarbagus,Jawa Timur,UNKNOWN,
35.24.13.2001,Pucuk,Jawa Timur,UNKNOWN,
35.24.13.2002,Gempolpading,Jawa Timur,UNKNOWN,
35.24.13.2003,Kesambi,Jawa Timur,UNKNOWN,
35.24.13.2004,Plososetro,Jawa Timur,UNKNOWN,
35.24.13.2005,Wanar,Jawa Timur,SANSKRIT,[wana]
35.24.13.2006,Karangtinggil,Jawa Timur,PRE_HINDU,[karang]
35.24.13.2007,Warukulon,Jawa Timur,UNKNOWN,
35.24.13.2008,Waruwetan,Jawa Timur,UNKNOWN,
35.24.13.2009,Kedali,Jawa Timur,UNKNOWN,
35.24.13.2010,Paji,Jawa Timur,UNKNOWN,
35.24.13.2011,Sumberjo,Jawa Timur,PRE_HINDU,sumber-
35.24.13.2012,Cungkup,Jawa Timur,UNKNOWN,
35.24.13.2013,Bugoharjo,Jawa Timur,SANSKRIT,-harjo
35.24.13.2014,Ngambeg,Jawa Timur,UNKNOWN,
35.24.13.2015,Babatkumpul,Jawa Timur,UNKNOWN,
35.24.13.2016,Tanggungan,Jawa Timur,UNKNOWN,
35.24.13.2017,Padenganploso,Jawa Timur,UNKNOWN,
35.24.14.1001,Blimbing,Jawa Timur,UNKNOWN,
35.24.14.2002,Kandangsemangkon,Jawa Timur,UNKNOWN,
35.24.14.2003,Paciran,Jawa Timur,UNKNOWN,
35.24.14.2004,Sumurgayam,Jawa Timur,PRE_HINDU,sumur-
35.24.14.2005,Sendangagung,Jawa Timur,MIXED,-agung; sendang-
35.24.14.2006,Sendangduwur,Jawa Timur,PRE_HINDU,sendang-
35.24.14.2007,Tunggul,Jawa Timur,UNKNOWN,
35.24.14.2008,Kranji,Jawa Timur,UNKNOWN,
35.24.14.2009,Drajat,Jawa Timur,UNKNOWN,
35.24.14.2010,Banjarwati,Jawa Timur,PRE_HINDU,banjar-
35.24.14.2011,Kemantren,Jawa Timur,UNKNOWN,
35.24.14.2012,Sidokelar,Jawa Timur,UNKNOWN,
35.24.14.2013,Tlogosadang,Jawa Timur,PRE_HINDU,tlogo-
35.24.14.2014,Paloh,Jawa Timur,UNKNOWN,
35.24.14.2015,Weru,Jawa Timur,UNKNOWN,
35.24.14.2016,Sidokumpul,Jawa Timur,UNKNOWN,
35.24.14.2017,Warulor,Jawa Timur,UNKNOWN,
35.24.15.2001,Dadapan,Jawa Timur,UNKNOWN,
35.24.15.2002,Tebluru,Jawa Timur,UNKNOWN,
35.24.15.2003,Sugihan,Jawa Timur,UNKNOWN,
35.24.15.2004,Tenggulun,Jawa Timur,UNKNOWN,
35.24.15.2005,Payaman,Jawa Timur,ARABIC,-aman
35.24.15.2006,Solokuro,Jawa Timur,UNKNOWN,
35.24.15.2007,Takerharjo,Jawa Timur,SANSKRIT,-harjo
35.24.15.2008,Dagan,Jawa Timur,UNKNOWN,
35.24.15.2009,Banyubang,Jawa Timur,PRE_HINDU,banyu-
35.24.15.2010,Bluri,Jawa Timur,UNKNOWN,
35.24.16.2001,Sukobendu,Jawa Timur,UNKNOWN,
35.24.16.2002,Tunggunjagir,Jawa Timur,UNKNOWN,
35.24.16.2003,Sumberbendo,Jawa Timur,PRE_HINDU,sumber-
35.24.16.2004,Mantup,Jawa Timur,UNKNOWN,
35.24.16.2005,Kedukbembem,Jawa Timur,UNKNOWN,
35.24.16.2006,Sumberdadi,Jawa Timur,MIXED,-adi; sumber-
35.24.16.2007,Kedungsoko,Jawa Timur,PRE_HINDU,kedung-
35.24.16.2008,Tugu,Jawa Timur,UNKNOWN,
35.24.16.2009,Sukosari,Jawa Timur,SANSKRIT,-sari
35.24.16.2010,Sumberagung,Jawa Timur,MIXED,-agung; sumber-
