seed,hard_frac,zdist_mean,frac_zdist_ge2,algorithm,auc_own,auc_common,inflation,n_bg
4,0.6,2.512125604176359,0.780952380952381,xgboost,0.7661422430735805,0.6861467317858609,0.07999551128771953,1890
4,0.6,2.512125604176359,0.780952380952381,randomforest,0.7602699848032328,0.688192543704037,0.07207744109919578,1890
4,0.7,2.587862920785013,0.8322751322751323,maxent,0.7652994238284542,0.6571270161119389,0.10817240771651526,1890
4,0.7,2.587862920785013,0.8322751322751323,xgboost,0.7901856967968188,0.6690025283799266,0.12118316841689225,1890
4,0.7,2.587862920785013,0.8322751322751323,randomforest,0.7926512605406064,0.6801436705293827,0.11250759001122368,1890
4,0.8,2.6538869891425483,0.8920634920634921,maxent,0.7870315045336312,0.647080775231742,0.13995072930188923,1890
4,0.8,2.6538869891425483,0.8920634920634921,xgboost,0.8251649888957132,0.6737180705539346,0.1514469183417786,1890
4,0.8,2.6538869891425483,0.8920634920634921,randomforest,0.80918299686476,0.671806609786944,0.13737638707781608,1890
4,0.9,2.74153807175413,0.9507936507936507,maxent,0.7977517726433635,0.6121721149548668,0.1855796576884967,1890
4,0.9,2.74153807175413,0.9507936507936507,xgboost,0.8496967726571208,0.6565769630117038,0.19311980964541708,1890
4,0.9,2.74153807175413,0.9507936507936507,randomforest,0.8359467888467902,0.652188196105107,0.18375859274168316,1890
4,1.0,2.819781434729599,1.0,maxent,0.8057553162573443,0.553125433799297,0.2526298824580473,1890
4,1.0,2.819781434729599,1.0,xgboost,0.8708857396933822,0.6158250904008679,0.2550606492925144,1890
4,1.0,2.819781434729599,1.0,randomforest,0.8556335515181139,0.6344027206545174,0.22123083086359652,1890
