lat,lon,composite_score,nearest_volcano,dist_volcano_km,estimated_burial_m
-8.2,112.54,0.425,Kelud,39.4,0.0
-8.2,112.58,0.425,Semeru,39.0,0.0
-8.2,112.6,0.425,Semeru,36.9,0.0
-8.2,112.62,0.425,Semeru,34.8,0.0
-7.7,113.16,0.425,Bromo,35.5,0.0
-7.7,113.18,0.425,Lamongan,35.7,0.0
-7.7,113.2,0.425,Lamongan,34.6,0.0
-7.68,113.12,0.425,Bromo,34.6,0.0
-7.68,113.14,0.425,Bromo,35.9,0.0
-7.68,113.16,0.425,Bromo,37.2,0.0
-7.68,113.18,0.425,Lamongan,37.6,0.0
-7.68,113.2,0.425,Lamongan,36.6,0.0
-7.68,113.22,0.425,Lamongan,35.7,0.0
-7.68,113.24,0.425,Lamongan,34.9,0.0
-7.68,113.44,0.425,Lamongan,34.7,0.0
-7.68,113.46,0.425,Lamongan,35.5,0.0
-7.68,113.48,0.425,Lamongan,36.3,0.0
-7.66,113.1,0.425,Bromo,35.4,0.0
-7.66,113.12,0.425,Bromo,36.5,0.0
-7.66,113.14,0.425,Bromo,37.7,0.0
-7.66,113.16,0.425,Bromo,39.0,0.0
-7.66,113.18,0.425,Lamongan,39.6,0.0
-7.66,113.2,0.425,Lamongan,38.6,0.0
-7.66,113.22,0.425,Lamongan,37.8,0.0
-7.66,113.24,0.425,Lamongan,37.0,0.0
-7.66,113.26,0.425,Lamongan,36.4,0.0
-7.66,113.28,0.425,Lamongan,35.9,0.0
-7.66,113.3,0.425,Lamongan,35.6,0.0
-7.66,113.32,0.425,Lamongan,35.3,0.0
-7.66,113.34,0.425,Lamongan,35.3,0.0
-7.66,113.36,0.425,Lamongan,35.3,0.0
-7.66,113.38,0.425,Lamongan,35.5,0.0
-7.66,113.4,0.425,Lamongan,35.8,0.0
-7.66,113.42,0.425,Lamongan,36.3,0.0
-7.66,113.44,0.425,Lamongan,36.8,0.0
-7.66,113.46,0.425,Lamongan,37.5,0.0
-7.66,113.48,0.425,Lamongan,38.3,0.0
-7.64,113.04,0.425,Bromo,35.0,0.0
-7.64,113.06,0.425,Bromo,35.7,0.0
-7.64,113.08,0.425,Bromo,36.5,0.0
-7.64,113.1,0.425,Bromo,37.4,0.0
-7.64,113.12,0.425,Bromo,38.5,0.0
-7.64,113.14,0.425,Bromo,39.6,0.0
-7.64,113.22,0.425,Lamongan,39.8,0.0
-7.64,113.24,0.425,Lamongan,39.2,0.0
-7.64,113.26,0.425,Lamongan,38.6,0.0
-7.64,113.28,0.425,Lamongan,38.1,0.0
-7.64,113.3,0.425,Lamongan,37.8,0.0
-7.64,113.32,0.425,Lamongan,37.6,0.0
-7.64,113.34,0.425,Lamongan,37.5,0.0
-7.64,113.36,0.425,Lamongan,37.5,0.0
-7.64,113.38,0.425,Lamongan,37.7,0.0
-7.64,113.4,0.425,Lamongan,38.0,0.0
-7.64,113.42,0.425,Lamongan,38.4,0.0
-7.64,113.44,0.425,Lamongan,39.0,0.0
-7.64,113.46,0.425,Lamongan,39.6,0.0
-7.62,112.96,0.425,Bromo,35.8,0.0
-7.62,112.98,0.425,Bromo,36.0,0.0
-7.62,113.0,0.425,Bromo,36.2,0.0
-7.62,113.02,0.425,Bromo,36.6,0.0
-7.62,113.04,0.425,Bromo,37.2,0.0
-7.62,113.06,0.425,Bromo,37.8,0.0
-7.62,113.08,0.425,Bromo,38.6,0.0
-7.62,113.1,0.425,Bromo,39.4,0.0
-7.62,113.3,0.425,Lamongan,40.0,0.0
-7.62,113.32,0.425,Lamongan,39.8,0.0
-7.62,113.34,0.425,Lamongan,39.7,0.0
-7.62,113.36,0.425,Lamongan,39.7,0.0
-7.62,113.38,0.425,Lamongan,39.9,0.0
-7.6,112.96,0.425,Penanggungan,36.5,0.0
-7.6,112.98,0.425,Bromo,38.2,0.0
-7.6,113.0,0.425,Bromo,38.4,0.0
-7.6,113.02,0.425,Bromo,38.8,0.0
-7.6,113.04,0.425,Bromo,39.3,0.0
-7.6,113.06,0.425,Bromo,39.9,0.0
-7.98,111.92,0.41,Kelud,43.1,0.0
-7.98,111.94,0.41,Kelud,40.9,0.0
-7.96,111.92,0.41,Kelud,42.9,0.0
-7.96,111.94,0.41,Kelud,40.7,0.0
-7.94,111.92,0.41,Kelud,42.7,0.0
-7.94,111.94,0.41,Kelud,40.5,0.0
-7.92,111.9,0.41,Kelud,44.9,0.0
-7.92,111.92,0.41,Kelud,42.7,0.0
-7.92,111.94,0.41,Kelud,40.5,0.0
-7.9,111.88,0.41,Kelud,47.3,0.0
-7.9,111.9,0.41,Kelud,45.1,0.0
-7.9,111.92,0.41,Kelud,42.9,0.0
-7.9,111.94,0.41,Kelud,40.7,0.0
-7.88,111.88,0.41,Kelud,47.5,0.0
-7.88,111.9,0.41,Kelud,45.3,0.0
-7.88,111.92,0.41,Kelud,43.1,0.0
-7.88,111.94,0.41,Kelud,40.9,0.0
-7.86,111.88,0.41,Kelud,47.8,0.0
-7.86,111.9,0.41,Kelud,45.6,0.0
-7.86,111.92,0.41,Kelud,43.4,0.0
-7.86,111.94,0.41,Kelud,41.3,0.0
-7.84,111.86,0.41,Kelud,50.3,0.0
-7.84,111.88,0.41,Kelud,48.2,0.0
-7.84,111.9,0.41,Kelud,46.0,0.0
-7.84,111.92,0.41,Kelud,43.9,0.0
-7.84,111.94,0.41,Kelud,41.8,0.0
-7.82,111.86,0.41,Kelud,50.8,0.0
-7.82,111.88,0.41,Kelud,48.7,0.0
-7.82,111.9,0.41,Kelud,46.6,0.0
-7.82,111.92,0.41,Kelud,44.5,0.0
-7.82,111.94,0.41,Kelud,42.3,0.0
-7.82,111.96,0.41,Kelud,40.2,0.0
-7.8,111.86,0.41,Kelud,51.4,0.0
-7.8,111.88,0.41,Kelud,49.3,0.0
-7.8,111.9,0.41,Kelud,47.2,0.0
-7.8,111.92,0.41,Kelud,45.1,0.0
-7.8,111.94,0.41,Kelud,43.0,0.0
-7.8,111.96,0.41,Kelud,41.0,0.0
-7.78,111.86,0.41,Kelud,52.1,0.0
-7.78,111.88,0.41,Kelud,50.0,0.0
-7.78,111.9,0.41,Kelud,47.9,0.0
-7.78,111.92,0.41,Kelud,45.9,0.0
-7.78,111.94,0.41,Kelud,43.8,0.0
-7.78,111.96,0.41,Kelud,41.8,0.0
-7.76,111.86,0.41,Kelud,52.8,0.0
-7.76,111.88,0.41,Kelud,50.8,0.0
-7.76,111.9,0.41,Kelud,48.8,0.0
-7.76,111.92,0.41,Kelud,46.7,0.0
-7.76,111.94,0.41,Kelud,44.7,0.0
-7.76,111.96,0.41,Kelud,42.7,0.0
-7.76,111.98,0.41,Kelud,40.8,0.0
-7.74,111.86,0.41,Kelud,53.7,0.0
-7.74,111.88,0.41,Kelud,51.7,0.0
-7.74,111.9,0.41,Kelud,49.7,0.0
-7.74,111.92,0.41,Kelud,47.7,0.0
-7.74,111.94,0.41,Kelud,45.7,0.0
-7.74,111.96,0.41,Kelud,43.8,0.0
-7.74,111.98,0.41,Kelud,41.9,0.0
-7.72,111.86,0.41,Kelud,54.6,0.0
-7.72,111.88,0.41,Kelud,52.6,0.0
-7.72,111.9,0.41,Kelud,50.6,0.0
-7.72,111.92,0.41,Kelud,48.7,0.0
-7.72,111.94,0.41,Kelud,46.8,0.0
-7.72,111.96,0.41,Kelud,44.9,0.0
-7.72,111.98,0.41,Kelud,43.0,0.0
-7.7,111.86,0.41,Kelud,55.6,0.0
-7.7,111.88,0.41,Kelud,53.6,0.0
-7.7,111.9,0.41,Kelud,51.7,0.0
-7.7,111.92,0.41,Kelud,49.8,0.0
-7.7,111.94,0.41,Kelud,47.9,0.0
-7.7,111.96,0.41,Kelud,46.1,0.0
-7.7,111.98,0.41,Kelud,44.3,0.0
-7.7,112.0,0.41,Kelud,42.5,0.0
-7.68,111.88,0.41,Kelud,54.7,0.0
-7.68,111.9,0.41,Kelud,52.8,0.0
-7.68,111.92,0.41,Kelud,51.0,0.0
-7.68,111.94,0.41,Kelud,49.2,0.0
-7.68,111.96,0.41,Kelud,47.4,0.0
-7.68,111.98,0.41,Kelud,45.6,0.0
-7.68,112.0,0.41,Kelud,43.9,0.0
-7.68,112.02,0.41,Kelud,42.2,0.0
-7.66,111.88,0.41,Kelud,55.9,0.0
-7.66,111.9,0.41,Kelud,54.1,0.0
-7.66,111.92,0.41,Kelud,52.2,0.0
-7.66,111.94,0.41,Kelud,50.4,0.0
-7.66,111.96,0.41,Kelud,48.7,0.0
-7.66,111.98,0.41,Kelud,47.0,0.0
-7.66,112.0,0.41,Kelud,45.3,0.0
-7.66,112.02,0.41,Kelud,43.7,0.0
-7.66,112.04,0.41,Kelud,42.1,0.0
-7.64,111.9,0.41,Kelud,55.3,0.0
-7.64,111.92,0.41,Kelud,53.5,0.0
-7.64,111.94,0.41,Kelud,51.8,0.0
-7.64,111.96,0.41,Kelud,50.1,0.0
-7.64,111.98,0.41,Kelud,48.4,0.0
-7.64,112.0,0.41,Kelud,46.8,0.0
-7.64,112.02,0.41,Kelud,45.2,0.0
-7.64,112.04,0.41,Kelud,43.7,0.0
-7.64,112.06,0.41,Kelud,42.3,0.0
-7.64,112.08,0.41,Kelud,40.9,0.0
-7.62,111.9,0.41,Kelud,56.6,0.0
-7.62,111.92,0.41,Kelud,54.9,0.0
-7.62,111.94,0.41,Kelud,53.2,0.0
-7.62,111.96,0.41,Kelud,51.6,0.0
-7.62,111.98,0.41,Kelud,49.9,0.0
-7.62,112.0,0.41,Kelud,48.4,0.0
-7.62,112.02,0.41,Kelud,46.9,0.0
-7.62,112.04,0.41,Kelud,45.4,0.0
-7.62,112.06,0.41,Kelud,44.0,0.0
-7.62,112.08,0.41,Kelud,42.7,0.0
-7.62,112.1,0.41,Kelud,41.4,0.0
-7.62,112.12,0.41,Kelud,40.2,0.0
-7.6,111.92,0.41,Kelud,56.3,0.0
-7.6,111.94,0.41,Kelud,54.7,0.0
-7.6,111.96,0.41,Kelud,53.1,0.0
-7.6,111.98,0.41,Kelud,51.5,0.0
-7.6,112.0,0.41,Kelud,50.0,0.0
-7.6,112.02,0.41,Kelud,48.5,0.0
-7.6,112.04,0.41,Kelud,47.1,0.0
-7.6,112.06,0.41,Kelud,45.7,0.0
-7.6,112.08,0.41,Kelud,44.5,0.0
-7.6,112.1,0.41,Kelud,43.3,0.0
-7.6,112.12,0.41,Kelud,42.1,0.0
-7.6,112.14,0.41,Kelud,41.1,0.0
-7.6,112.16,0.41,Kelud,40.2,0.0
-8.18,113.14,0.398,Semeru,25.3,0.2
-8.18,113.22,0.398,Lamongan,26.3,0.1
-8.18,113.24,0.398,Lamongan,25.3,0.2
-8.18,113.46,0.398,Lamongan,26.0,0.1
-8.16,113.2,0.398,Lamongan,25.7,0.1
-8.16,113.48,0.398,Lamongan,25.3,0.2
-8.14,113.16,0.398,Semeru,26.4,0.1
-8.14,113.18,0.398,Lamongan,25.5,0.2
-8.12,113.16,0.398,Lamongan,25.7,0.1
-7.48,112.82,0.398,Penanggungan,25.9,0.1
-7.46,112.8,0.398,Penanggungan,25.5,0.1
-7.44,112.78,0.398,Penanggungan,25.6,0.1
-7.42,112.76,0.398,Penanggungan,26.1,0.1
-7.4,112.7,0.398,Penanggungan,25.2,0.2
-7.4,112.72,0.398,Penanggungan,25.9,0.1
-8.18,113.16,0.397,Semeru,27.4,0.1
-8.18,113.18,0.397,Lamongan,28.8,0.1
-8.18,113.2,0.397,Lamongan,27.5,0.1
-8.18,113.48,0.397,Lamongan,27.1,0.1
-8.16,113.16,0.397,Semeru,26.8,0.1
-8.16,113.18,0.397,Lamongan,27.1,0.1
-7.52,112.86,0.397,Penanggungan,27.6,0.1
-7.5,112.84,0.397,Penanggungan,26.5,0.1
-7.5,112.86,0.397,Penanggungan,28.5,0.1
-7.48,112.84,0.397,Penanggungan,27.7,0.1
-7.46,112.82,0.397,Penanggungan,27.2,0.1
-7.46,112.84,0.397,Penanggungan,28.9,0.1
-7.44,112.8,0.397,Penanggungan,27.1,0.1
-7.44,112.82,0.397,Penanggungan,28.7,0.1
-7.42,112.78,0.397,Penanggungan,27.3,0.1
-7.42,112.8,0.397,Penanggungan,28.7,0.1
-7.4,112.74,0.397,Penanggungan,26.9,0.1
-7.4,112.76,0.397,Penanggungan,27.9,0.1
-7.56,112.92,0.396,Penanggungan,32.7,0.0
-7.54,112.9,0.396,Penanggungan,31.0,0.1
-7.54,112.92,0.396,Penanggungan,33.1,0.0
-7.52,112.88,0.396,Penanggungan,29.6,0.1
-7.52,112.9,0.396,Penanggungan,31.7,0.0
-7.52,112.92,0.396,Penanggungan,33.8,0.0
-7.5,112.88,0.396,Penanggungan,30.5,0.1
-7.5,112.9,0.396,Penanggungan,32.5,0.0
-7.48,112.86,0.396,Penanggungan,29.6,0.1
-7.48,112.88,0.396,Penanggungan,31.5,0.0
-7.48,112.9,0.396,Penanggungan,33.4,0.0
-7.46,112.86,0.396,Penanggungan,30.7,0.1
-7.46,112.88,0.396,Penanggungan,32.6,0.0
-7.44,112.84,0.396,Penanggungan,30.3,0.1
-7.44,112.86,0.396,Penanggungan,32.0,0.0
-7.44,112.88,0.396,Penanggungan,33.8,0.0
-7.42,112.82,0.396,Penanggungan,30.2,0.1
-7.42,112.84,0.396,Penanggungan,31.8,0.0
-7.42,112.86,0.396,Penanggungan,33.4,0.0
-7.4,112.78,0.396,Penanggungan,29.1,0.1
-7.4,112.8,0.396,Penanggungan,30.4,0.1
-7.4,112.82,0.396,Penanggungan,31.9,0.0
-7.4,112.84,0.396,Penanggungan,33.4,0.0
-7.58,112.94,0.395,Penanggungan,34.5,0.0
-7.58,112.96,0.395,Penanggungan,36.7,0.0
-7.58,112.98,0.395,Penanggungan,38.9,0.0
-7.56,112.94,0.395,Penanggungan,34.8,0.0
-7.56,112.96,0.395,Penanggungan,37.0,0.0
-7.56,112.98,0.395,Penanggungan,39.2,0.0
-7.54,112.94,0.395,Penanggungan,35.3,0.0
-7.54,112.96,0.395,Penanggungan,37.4,0.0
-7.54,112.98,0.395,Penanggungan,39.6,0.0
-7.52,112.94,0.395,Penanggungan,35.9,0.0
-7.52,112.96,0.395,Penanggungan,38.0,0.0
-7.5,112.92,0.395,Penanggungan,34.5,0.0
-7.5,112.94,0.395,Penanggungan,36.6,0.0
-7.5,112.96,0.395,Penanggungan,38.7,0.0
-7.48,112.92,0.395,Penanggungan,35.4,0.0
-7.48,112.94,0.395,Penanggungan,37.4,0.0
-7.48,112.96,0.395,Penanggungan,39.5,0.0
-7.46,112.9,0.395,Penanggungan,34.5,0.0
-7.46,112.92,0.395,Penanggungan,36.4,0.0
-7.46,112.94,0.395,Penanggungan,38.4,0.0
-7.44,112.9,0.395,Penanggungan,35.7,0.0
-7.44,112.92,0.395,Penanggungan,37.5,0.0
-7.44,112.94,0.395,Penanggungan,39.4,0.0
-7.42,112.88,0.395,Penanggungan,35.2,0.0
-7.42,112.9,0.395,Penanggungan,36.9,0.0
-7.42,112.92,0.395,Penanggungan,38.7,0.0
-7.4,112.86,0.395,Penanggungan,34.9,0.0
-7.4,112.88,0.395,Penanggungan,36.6,0.0
-7.4,112.9,0.395,Penanggungan,38.3,0.0
-8.18,112.04,0.38,Kelud,40.5,0.0
-8.16,112.02,0.38,Kelud,40.7,0.0
-8.14,112.0,0.38,Kelud,41.2,0.0
-8.12,111.98,0.38,Kelud,41.8,0.0
-8.1,111.96,0.38,Kelud,42.7,0.0
-8.1,111.98,0.38,Kelud,40.8,0.0
-8.08,111.96,0.38,Kelud,41.8,0.0
-8.06,111.94,0.38,Kelud,43.0,0.0
-8.06,111.96,0.38,Kelud,41.0,0.0
-8.04,111.94,0.38,Kelud,42.3,0.0
-8.04,111.96,0.38,Kelud,40.2,0.0
-8.02,111.92,0.38,Kelud,43.9,0.0
-8.02,111.94,0.38,Kelud,41.7,0.0
-8.0,111.92,0.38,Kelud,43.4,0.0
-8.0,111.94,0.38,Kelud,41.3,0.0
-7.58,111.94,0.38,Kelud,56.2,0.0
-7.58,111.96,0.38,Kelud,54.6,0.0
-7.58,111.98,0.38,Kelud,53.1,0.0
-7.58,112.0,0.38,Kelud,51.6,0.0
-7.58,112.02,0.38,Kelud,50.2,0.0
-7.58,112.04,0.38,Kelud,48.9,0.0
-7.58,112.06,0.38,Kelud,47.6,0.0
-7.58,112.08,0.38,Kelud,46.3,0.0
-7.58,112.1,0.38,Kelud,45.2,0.0
-7.58,112.12,0.38,Kelud,44.1,0.0
-7.58,112.14,0.38,Kelud,43.1,0.0
-7.58,112.16,0.38,Kelud,42.2,0.0
-7.58,112.18,0.38,Kelud,41.4,0.0
-7.58,112.2,0.38,Kelud,40.7,0.0
-7.58,112.22,0.38,Kelud,40.1,0.0
-7.56,111.96,0.38,Kelud,56.2,0.0
-7.56,111.98,0.38,Kelud,54.8,0.0
-7.56,112.0,0.38,Kelud,53.3,0.0
-7.56,112.02,0.38,Kelud,52.0,0.0
-7.56,112.04,0.38,Kelud,50.6,0.0
-7.56,112.06,0.38,Kelud,49.4,0.0
-7.56,112.08,0.38,Kelud,48.2,0.0
-7.56,112.1,0.38,Kelud,47.1,0.0
-7.56,112.12,0.38,Kelud,46.1,0.0
-7.56,112.14,0.38,Kelud,45.1,0.0
-7.56,112.16,0.38,Kelud,44.3,0.0
-7.56,112.18,0.38,Kelud,43.5,0.0
-7.56,112.2,0.38,Kelud,42.8,0.0
-7.56,112.22,0.38,Kelud,42.3,0.0
-7.56,112.24,0.38,Arjuno-Welirang,41.4,0.0
-7.54,112.0,0.38,Kelud,55.1,0.0
-7.54,112.02,0.38,Kelud,53.7,0.0
-7.54,112.04,0.38,Kelud,52.5,0.0
-7.54,112.06,0.38,Kelud,51.3,0.0
-7.54,112.08,0.38,Kelud,50.1,0.0
-7.54,112.1,0.38,Kelud,49.0,0.0
-7.54,112.12,0.38,Kelud,48.1,0.0
-7.54,112.14,0.38,Kelud,47.2,0.0
-7.54,112.16,0.38,Kelud,46.3,0.0
-7.54,112.18,0.38,Kelud,45.6,0.0
-7.54,112.2,0.38,Kelud,45.0,0.0
-7.54,112.22,0.38,Arjuno-Welirang,44.4,0.0
-7.54,112.24,0.38,Arjuno-Welirang,42.5,0.0
-7.52,112.04,0.38,Kelud,54.3,0.0
-7.52,112.06,0.38,Kelud,53.2,0.0
-7.52,112.08,0.38,Kelud,52.1,0.0
-7.52,112.1,0.38,Kelud,51.0,0.0
-7.52,112.12,0.38,Kelud,50.1,0.0
-7.52,112.14,0.38,Kelud,49.2,0.0
-7.52,112.16,0.38,Kelud,48.4,0.0
-7.52,112.18,0.38,Kelud,47.7,0.0
-7.52,112.2,0.38,Kelud,47.1,0.0
-7.52,112.22,0.38,Arjuno-Welirang,45.5,0.0
-7.52,112.24,0.38,Arjuno-Welirang,43.6,0.0
-7.5,112.12,0.38,Kelud,52.1,0.0
-7.5,112.14,0.38,Kelud,51.3,0.0
-7.5,112.16,0.38,Kelud,50.5,0.0
-7.5,112.18,0.38,Kelud,49.9,0.0
-7.5,112.2,0.38,Arjuno-Welirang,48.5,0.0
-7.5,112.22,0.38,Arjuno-Welirang,46.7,0.0
-7.5,112.24,0.38,Penanggungan,44.7,0.0
-7.48,112.12,0.38,Kelud,54.2,0.0
-7.48,112.14,0.38,Kelud,53.4,0.0
-7.48,112.16,0.38,Kelud,52.6,0.0
-7.48,112.18,0.38,Arjuno-Welirang,51.6,0.0
-7.48,112.2,0.38,Penanggungan,49.6,0.0
-7.48,112.22,0.38,Penanggungan,47.5,0.0
-7.48,112.24,0.38,Penanggungan,45.4,0.0
-7.48,112.26,0.38,Penanggungan,43.4,0.0
-7.46,112.14,0.38,Kelud,55.4,0.0
-7.46,112.16,0.38,Penanggungan,54.5,0.0
-7.46,112.18,0.38,Penanggungan,52.4,0.0
-7.46,112.2,0.38,Penanggungan,50.3,0.0
-7.46,112.22,0.38,Penanggungan,48.3,0.0
-7.46,112.24,0.38,Penanggungan,46.2,0.0
-7.46,112.26,0.38,Penanggungan,44.2,0.0
-7.44,112.14,0.38,Penanggungan,57.3,0.0
-7.44,112.16,0.38,Penanggungan,55.2,0.0
-7.44,112.18,0.38,Penanggungan,53.2,0.0
-7.44,112.2,0.38,Penanggungan,51.1,0.0
-7.44,112.22,0.38,Penanggungan,49.1,0.0
-7.44,112.24,0.38,Penanggungan,47.1,0.0
-7.44,112.26,0.38,Penanggungan,45.1,0.0
-7.44,112.28,0.38,Penanggungan,43.1,0.0
-7.44,112.3,0.38,Penanggungan,41.2,0.0
-7.42,112.16,0.38,Penanggungan,56.1,0.0
-7.42,112.18,0.38,Penanggungan,54.0,0.0
-7.42,112.2,0.38,Penanggungan,52.0,0.0
-7.42,112.22,0.38,Penanggungan,50.0,0.0
-7.42,112.24,0.38,Penanggungan,48.1,0.0
-7.42,112.26,0.38,Penanggungan,46.1,0.0
-7.42,112.28,0.38,Penanggungan,44.2,0.0
-7.42,112.3,0.38,Penanggungan,42.3,0.0
-7.42,112.32,0.38,Penanggungan,40.4,0.0
-7.4,112.16,0.38,Penanggungan,57.0,0.0
-7.4,112.18,0.38,Penanggungan,55.0,0.0
-7.4,112.2,0.38,Penanggungan,53.0,0.0
-7.4,112.22,0.38,Penanggungan,51.0,0.0
-7.4,112.24,0.38,Penanggungan,49.1,0.0
-7.4,112.26,0.38,Penanggungan,47.2,0.0
-7.4,112.28,0.38,Penanggungan,45.3,0.0
-7.4,112.3,0.38,Penanggungan,43.4,0.0
-7.4,112.32,0.38,Penanggungan,41.6,0.0
-7.96,112.6,0.358,Arjuno-Welirang,25.8,0.1
-7.78,112.12,0.357,Kelud,26.6,0.1
-7.76,112.12,0.357,Kelud,28.0,0.1
-8.3,112.8,0.353,Semeru,25.2,0.2
-8.3,113.06,0.353,Semeru,26.2,0.1
-8.28,112.76,0.353,Semeru,26.1,0.1
-8.28,113.08,0.353,Semeru,25.8,0.1
-8.26,112.74,0.353,Semeru,26.2,0.1
-8.26,113.1,0.353,Semeru,25.9,0.1
-8.24,113.12,0.353,Semeru,26.3,0.1
-8.22,113.12,0.353,Semeru,25.1,0.2
-8.2,113.14,0.353,Semeru,26.1,0.1
-8.2,113.26,0.353,Lamongan,26.4,0.1
-8.2,113.28,0.353,Lamongan,25.7,0.1
-8.2,113.3,0.353,Lamongan,25.2,0.2
-8.2,113.38,0.353,Lamongan,25.1,0.2
-8.2,113.4,0.353,Lamongan,25.6,0.1
-8.2,113.42,0.353,Lamongan,26.2,0.1
-8.3,112.76,0.352,Semeru,27.8,0.1
-8.3,112.78,0.352,Semeru,26.5,0.1
-8.3,113.08,0.352,Semeru,27.5,0.1
-8.3,113.1,0.352,Semeru,29.0,0.1
-8.28,112.74,0.352,Semeru,27.7,0.1
-8.28,113.1,0.352,Semeru,27.4,0.1
-8.28,113.12,0.352,Semeru,29.0,0.1
-8.26,112.72,0.352,Semeru,27.9,0.1
-8.26,113.12,0.352,Semeru,27.6,0.1
-8.24,113.14,0.352,Semeru,28.1,0.1
-8.22,113.14,0.352,Semeru,27.0,0.1
-8.22,113.26,0.352,Lamongan,28.5,0.1
-8.22,113.28,0.352,Lamongan,27.9,0.1
-8.22,113.3,0.352,Lamongan,27.4,0.1
-8.22,113.32,0.352,Lamongan,27.1,0.1
-8.22,113.34,0.352,Lamongan,27.0,0.1
-8.22,113.36,0.352,Lamongan,27.1,0.1
-8.22,113.38,0.352,Lamongan,27.3,0.1
-8.22,113.4,0.352,Lamongan,27.7,0.1
-8.22,113.42,0.352,Lamongan,28.3,0.1
-8.2,113.16,0.352,Semeru,28.1,0.1
-8.2,113.22,0.352,Lamongan,28.3,0.1
-8.2,113.24,0.352,Lamongan,27.3,0.1
-8.2,113.44,0.352,Lamongan,27.0,0.1
-8.2,113.46,0.352,Lamongan,27.9,0.1
-8.3,112.68,0.351,Semeru,34.1,0.0
-8.3,112.7,0.351,Semeru,32.4,0.0
-8.3,112.72,0.351,Semeru,30.8,0.1
-8.3,112.74,0.351,Semeru,29.3,0.1
-8.3,113.12,0.351,Semeru,30.5,0.1
-8.3,113.14,0.351,Semeru,32.1,0.0
-8.3,113.16,0.351,Semeru,33.8,0.0
-8.28,112.68,0.351,Semeru,32.8,0.0
-8.28,112.7,0.351,Semeru,31.0,0.0
-8.28,112.72,0.351,Semeru,29.3,0.1
-8.28,113.14,0.351,Semeru,30.7,0.1
-8.28,113.16,0.351,Semeru,32.4,0.0
-8.28,113.18,0.351,Semeru,34.2,0.0
-8.28,113.28,0.351,Lamongan,34.4,0.0
-8.28,113.3,0.351,Lamongan,34.0,0.0
-8.28,113.32,0.351,Lamongan,33.8,0.0
-8.28,113.34,0.351,Lamongan,33.7,0.0
-8.28,113.36,0.351,Lamongan,33.7,0.0
-8.28,113.38,0.351,Lamongan,33.9,0.0
-8.28,113.4,0.351,Lamongan,34.3,0.0
-8.26,113.14,0.351,Semeru,29.3,0.1
-8.26,113.16,0.351,Semeru,31.2,0.0
-8.26,113.18,0.351,Semeru,33.0,0.0
-8.26,113.22,0.351,Lamongan,34.3,0.0
-8.26,113.24,0.351,Lamongan,33.4,0.0
-8.26,113.26,0.351,Lamongan,32.8,0.0
-8.26,113.28,0.351,Lamongan,32.2,0.0
-8.26,113.3,0.351,Lamongan,31.8,0.0
-8.26,113.32,0.351,Lamongan,31.6,0.0
-8.26,113.34,0.351,Lamongan,31.5,0.0
-8.26,113.36,0.351,Lamongan,31.5,0.0
-8.26,113.38,0.351,Lamongan,31.7,0.0
-8.26,113.4,0.351,Lamongan,32.1,0.0
-8.26,113.42,0.351,Lamongan,32.6,0.0
-8.26,113.44,0.351,Lamongan,33.2,0.0
-8.26,113.46,0.351,Lamongan,34.0,0.0
-8.24,113.16,0.351,Semeru,30.0,0.1
-8.24,113.18,0.351,Semeru,32.0,0.0
-8.24,113.2,0.351,Lamongan,33.2,0.0
-8.24,113.22,0.351,Lamongan,32.2,0.0
-8.24,113.24,0.351,Lamongan,31.4,0.0
-8.24,113.26,0.351,Lamongan,30.6,0.1
-8.24,113.28,0.351,Lamongan,30.1,0.1
-8.24,113.3,0.351,Lamongan,29.6,0.1
-8.24,113.32,0.351,Lamongan,29.4,0.1
-8.24,113.34,0.351,Lamongan,29.2,0.1
-8.24,113.36,0.351,Lamongan,29.3,0.1
-8.24,113.38,0.351,Lamongan,29.5,0.1
-8.24,113.4,0.351,Lamongan,29.9,0.1
-8.24,113.42,0.351,Lamongan,30.4,0.1
-8.24,113.44,0.351,Lamongan,31.1,0.0
-8.24,113.46,0.351,Lamongan,32.0,0.0
-8.24,113.48,0.351,Lamongan,32.9,0.0
-8.22,112.38,0.351,Kelud,33.2,0.0
-8.22,112.4,0.351,Kelud,33.8,0.0
-8.22,113.16,0.351,Semeru,29.0,0.1
-8.22,113.18,0.351,Semeru,31.0,0.1
-8.22,113.2,0.351,Lamongan,31.3,0.0
-8.22,113.22,0.351,Lamongan,30.2,0.1
-8.22,113.24,0.351,Lamongan,29.3,0.1
-8.22,113.44,0.351,Lamongan,29.1,0.1
-8.22,113.46,0.351,Lamongan,29.9,0.1
-8.22,113.48,0.351,Lamongan,30.9,0.1
-8.2,113.18,0.351,Semeru,30.2,0.1
-8.2,113.2,0.351,Lamongan,29.4,0.1
-8.2,113.48,0.351,Lamongan,29.0,0.1
-8.3,112.62,0.35,Semeru,39.5,0.0
-8.3,112.64,0.35,Semeru,37.7,0.0
-8.3,112.66,0.35,Semeru,35.9,0.0
-8.3,113.18,0.35,Semeru,35.5,0.0
-8.3,113.2,0.35,Semeru,37.3,0.0
-8.3,113.22,0.35,Lamongan,38.4,0.0
-8.3,113.24,0.35,Lamongan,37.7,0.0
-8.3,113.26,0.35,Lamongan,37.1,0.0
-8.3,113.28,0.35,Lamongan,36.6,0.0
