lat,lon,composite_score,nearest_volcano,dist_volcano_km,estimated_burial_m
-7.9,113.2,0.529,Lamongan,17.9,0.7
-7.88,113.1,0.529,Bromo,17.9,0.7
-7.84,113.26,0.529,Lamongan,17.8,0.7
-7.82,113.38,0.529,Lamongan,17.9,0.7
-7.96,113.18,0.528,Lamongan,18.0,0.7
-7.86,113.46,0.528,Lamongan,18.3,0.6
-7.84,113.08,0.528,Bromo,18.3,0.6
-7.82,113.06,0.528,Bromo,18.2,0.7
-7.82,113.3,0.528,Lamongan,18.1,0.7
-8.2,112.78,0.527,Semeru,18.7,0.6
-7.94,113.12,0.527,Bromo,18.7,0.6
-7.94,113.18,0.527,Lamongan,18.4,0.6
-7.88,113.48,0.527,Lamongan,18.5,0.6
-7.86,113.22,0.527,Lamongan,18.8,0.6
-7.84,113.44,0.527,Lamongan,18.6,0.6
-7.82,113.28,0.527,Lamongan,18.8,0.6
-7.82,113.4,0.527,Lamongan,18.6,0.6
-7.8,113.04,0.527,Bromo,18.6,0.6
-7.98,113.12,0.526,Bromo,19.2,0.5
-7.96,113.12,0.526,Bromo,18.8,0.6
-7.92,113.12,0.526,Bromo,18.9,0.6
-7.92,113.18,0.526,Lamongan,19.0,0.5
-7.88,113.2,0.526,Lamongan,19.1,0.5
-7.86,113.1,0.526,Bromo,18.9,0.6
-7.84,113.24,0.526,Lamongan,19.0,0.6
-7.78,113.0,0.526,Bromo,18.8,0.6
-7.9,113.12,0.525,Bromo,19.3,0.5
-7.82,113.08,0.525,Bromo,19.7,0.5
-7.82,113.26,0.525,Lamongan,19.7,0.5
-7.82,113.42,0.525,Lamongan,19.4,0.5
-7.8,113.34,0.525,Lamongan,19.7,0.5
-7.78,113.02,0.525,Bromo,19.6,0.5
-7.98,113.16,0.524,Lamongan,20.2,0.4
-7.96,113.16,0.524,Lamongan,20.2,0.4
-7.9,113.18,0.524,Lamongan,19.9,0.5
-7.88,113.12,0.524,Bromo,20.0,0.5
-7.86,113.48,0.524,Lamongan,19.9,0.5
-7.84,113.1,0.524,Bromo,20.0,0.4
-7.84,113.46,0.524,Lamongan,20.0,0.5
-7.8,113.06,0.524,Bromo,19.9,0.5
-7.8,113.3,0.524,Lamongan,20.2,0.4
-7.8,113.32,0.524,Lamongan,19.8,0.5
-7.8,113.36,0.524,Lamongan,19.8,0.5
-7.8,113.38,0.524,Lamongan,20.1,0.4
-8.2,112.76,0.523,Semeru,20.6,0.4
-7.94,113.14,0.523,Bromo,20.9,0.4
-7.94,113.16,0.523,Lamongan,20.6,0.4
-7.88,113.18,0.523,Lamongan,20.9,0.4
-7.86,113.12,0.523,Bromo,20.8,0.4
-7.86,113.2,0.523,Lamongan,20.4,0.4
-7.84,113.22,0.523,Lamongan,20.4,0.4
-7.82,113.24,0.523,Lamongan,20.8,0.4
-7.82,113.44,0.523,Lamongan,20.5,0.4
-7.8,113.28,0.523,Lamongan,20.9,0.4
-7.8,113.4,0.523,Lamongan,20.7,0.4
-7.78,113.04,0.523,Bromo,20.6,0.4
-7.98,113.14,0.522,Bromo,21.3,0.3
-7.96,113.14,0.522,Bromo,21.0,0.4
-7.92,113.14,0.522,Bromo,21.1,0.4
-7.92,113.16,0.522,Lamongan,21.1,0.4
-7.9,113.14,0.522,Bromo,21.4,0.3
-7.84,113.48,0.522,Lamongan,21.4,0.3
-7.82,113.1,0.522,Bromo,21.4,0.3
-7.8,113.08,0.522,Bromo,21.3,0.3
-7.8,113.42,0.522,Lamongan,21.4,0.3
-7.76,113.02,0.522,Bromo,21.7,0.3
-8.22,112.76,0.521,Semeru,21.7,0.3
-8.2,112.74,0.521,Semeru,22.5,0.3
-7.9,113.16,0.521,Lamongan,21.9,0.3
-7.88,113.14,0.521,Bromo,22.0,0.3
-7.86,113.18,0.521,Lamongan,22.2,0.3
-7.84,113.12,0.521,Bromo,21.9,0.3
-7.84,113.2,0.521,Lamongan,21.9,0.3
-7.82,113.22,0.521,Lamongan,22.1,0.3
-7.82,113.46,0.521,Lamongan,21.7,0.3
-7.8,113.26,0.521,Lamongan,21.7,0.3
-7.8,113.44,0.521,Lamongan,22.4,0.3
-7.78,113.06,0.521,Bromo,21.7,0.3
-7.78,113.3,0.521,Lamongan,22.4,0.3
-7.78,113.32,0.521,Lamongan,22.1,0.3
-7.78,113.34,0.521,Lamongan,21.9,0.3
-7.78,113.36,0.521,Lamongan,22.0,0.3
-7.78,113.38,0.521,Lamongan,22.3,0.3
-7.88,113.16,0.52,Lamongan,22.9,0.3
-7.86,113.14,0.52,Bromo,22.8,0.3
-7.82,113.12,0.52,Bromo,23.1,0.2
-7.82,113.48,0.52,Lamongan,23.1,0.2
-7.8,113.1,0.52,Bromo,22.9,0.3
-7.8,113.24,0.52,Lamongan,22.7,0.3
-7.78,113.08,0.52,Bromo,23.0,0.2
-7.78,113.28,0.52,Lamongan,23.0,0.2
-7.78,113.4,0.52,Lamongan,22.8,0.3
-7.78,113.42,0.52,Lamongan,23.5,0.2
-7.76,113.04,0.52,Bromo,22.5,0.3
-7.74,113.0,0.52,Bromo,23.1,0.2
-8.22,112.74,0.519,Semeru,23.6,0.2
-8.2,112.72,0.519,Semeru,24.5,0.2
-7.86,113.16,0.519,Lamongan,24.0,0.2
-7.84,113.14,0.519,Bromo,23.8,0.2
-7.84,113.18,0.519,Lamongan,23.5,0.2
-7.82,113.2,0.519,Lamongan,23.5,0.2
-7.8,113.12,0.519,Bromo,24.5,0.2
-7.8,113.22,0.519,Lamongan,23.9,0.2
-7.8,113.46,0.519,Lamongan,23.5,0.2
-7.78,113.1,0.519,Bromo,24.4,0.2
-7.78,113.24,0.519,Lamongan,24.7,0.2
-7.78,113.26,0.519,Lamongan,23.7,0.2
-7.78,113.44,0.519,Lamongan,24.4,0.2
-7.76,113.06,0.519,Bromo,23.6,0.2
-7.76,113.3,0.519,Lamongan,24.6,0.2
-7.76,113.32,0.519,Lamongan,24.3,0.2
-7.76,113.34,0.519,Lamongan,24.1,0.2
-7.76,113.36,0.519,Lamongan,24.2,0.2
-7.76,113.38,0.519,Lamongan,24.5,0.2
-7.74,113.02,0.519,Bromo,23.7,0.2
-7.74,113.04,0.519,Bromo,24.6,0.2
-8.24,112.74,0.518,Semeru,24.8,0.2
-7.98,112.54,0.518,Kelud,26.1,0.1
-7.96,112.54,0.518,Kelud,25.8,0.1
-7.94,112.66,0.518,Arjuno-Welirang,25.3,0.2
-7.94,112.68,0.518,Arjuno-Welirang,26.2,0.1
-7.94,112.72,0.518,Bromo,25.3,0.2
-7.92,112.7,0.518,Arjuno-Welirang,25.3,0.2
-7.92,112.72,0.518,Bromo,25.4,0.2
-7.84,112.1,0.518,Kelud,25.0,0.2
-7.82,112.1,0.518,Kelud,26.0,0.1
-7.82,113.14,0.518,Bromo,24.9,0.2
-7.8,113.48,0.518,Lamongan,24.8,0.2
-7.76,113.08,0.518,Bromo,24.8,0.2
-7.76,113.4,0.518,Lamongan,24.9,0.2
-7.74,112.18,0.518,Kelud,25.4,0.2
-7.72,112.2,0.518,Kelud,26.2,0.1
-7.72,112.22,0.518,Kelud,25.3,0.2
-7.6,112.38,0.518,Arjuno-Welirang,25.8,0.1
-7.98,112.56,0.517,Arjuno-Welirang,28.0,0.1
-7.98,112.64,0.517,Arjuno-Welirang,28.8,0.1
-7.96,112.64,0.517,Arjuno-Welirang,26.7,0.1
-7.96,112.66,0.517,Arjuno-Welirang,27.3,0.1
-7.96,112.68,0.517,Arjuno-Welirang,28.2,0.1
-7.96,112.7,0.517,Bromo,27.6,0.1
-7.94,112.7,0.517,Arjuno-Welirang,27.2,0.1
-7.84,112.08,0.517,Kelud,27.0,0.1
-7.82,112.08,0.517,Kelud,27.9,0.1
-7.8,112.08,0.517,Kelud,29.0,0.1
-7.72,112.16,0.517,Kelud,28.5,0.1
-7.72,112.18,0.517,Kelud,27.3,0.1
-7.62,112.34,0.517,Arjuno-Welirang,28.6,0.1
-7.62,112.36,0.517,Arjuno-Welirang,26.6,0.1
-7.6,112.36,0.517,Arjuno-Welirang,27.7,0.1
-7.98,112.66,0.516,Arjuno-Welirang,29.4,0.1
-7.84,112.06,0.516,Kelud,29.1,0.1
-7.82,112.06,0.516,Kelud,29.9,0.1
-7.8,112.04,0.516,Kelud,32.9,0.0
-7.8,112.06,0.516,Kelud,30.9,0.1
-7.78,112.04,0.516,Kelud,33.9,0.0
-7.78,112.06,0.516,Kelud,32.0,0.0
-7.76,112.06,0.516,Kelud,33.2,0.0
-7.74,112.08,0.516,Kelud,32.8,0.0
-7.72,112.08,0.516,Kelud,34.3,0.0
-7.72,112.1,0.516,Kelud,32.7,0.0
-7.72,112.12,0.516,Kelud,31.2,0.0
-7.72,112.14,0.516,Kelud,29.8,0.1
-7.7,112.1,0.516,Kelud,34.3,0.0
-7.7,112.12,0.516,Kelud,32.9,0.0
-7.7,112.14,0.516,Kelud,31.6,0.0
-7.7,112.16,0.516,Kelud,30.3,0.1
-7.7,112.18,0.516,Kelud,29.2,0.1
-7.6,112.32,0.516,Arjuno-Welirang,31.6,0.0
-7.6,112.34,0.516,Arjuno-Welirang,29.6,0.1
-7.76,112.04,0.515,Kelud,35.1,0.0
-7.74,112.04,0.515,Kelud,36.3,0.0
-7.74,112.06,0.515,Kelud,34.5,0.0
-7.72,112.06,0.515,Kelud,35.9,0.0
-7.7,112.08,0.515,Kelud,35.8,0.0
-8.1,113.06,0.509,Semeru,15.2,1.2
-8.1,113.4,0.509,Lamongan,15.0,1.2
-8.18,113.04,0.508,Semeru,15.3,1.2
-8.12,113.06,0.508,Semeru,15.2,1.2
-8.1,113.28,0.508,Lamongan,15.3,1.2
-8.04,113.22,0.508,Lamongan,15.2,1.2
-8.0,113.48,0.508,Lamongan,15.3,1.2
-7.48,112.66,0.508,Penanggungan,15.4,1.1
-8.14,113.06,0.507,Semeru,15.6,1.1
-8.08,113.06,0.507,Semeru,15.5,1.1
-8.08,113.44,0.507,Lamongan,15.7,1.1
-8.12,113.34,0.506,Lamongan,15.9,1.0
-8.06,113.46,0.506,Lamongan,15.8,1.0
-8.02,113.48,0.506,Lamongan,15.8,1.0
-8.0,113.08,0.506,Bromo,15.7,1.1
-8.12,113.32,0.505,Lamongan,16.1,1.0
-8.12,113.36,0.505,Lamongan,16.0,1.0
-8.1,113.42,0.505,Lamongan,16.1,1.0
-8.08,113.24,0.505,Lamongan,16.1,1.0
-8.06,113.06,0.505,Semeru,16.1,1.0
-8.0,113.2,0.505,Lamongan,16.0,1.0
-7.48,112.68,0.505,Penanggungan,16.0,1.0
-8.16,113.06,0.504,Semeru,16.3,1.0
-8.12,113.38,0.504,Lamongan,16.4,0.9
-8.06,113.22,0.504,Lamongan,16.4,0.9
-8.04,113.06,0.504,Bromo,16.3,1.0
-8.12,113.3,0.503,Lamongan,16.6,0.9
-8.1,113.26,0.503,Lamongan,16.4,0.9
-8.04,113.48,0.503,Lamongan,16.6,0.9
-8.02,113.2,0.503,Lamongan,16.5,0.9
-7.72,112.88,0.503,Bromo,25.9,0.1
-7.72,112.9,0.503,Bromo,25.3,0.2
-7.7,112.28,0.503,Kelud,25.8,0.1
-7.7,112.3,0.503,Kelud,25.6,0.1
-7.7,112.32,0.503,Kelud,25.6,0.1
-7.7,112.34,0.503,Kelud,25.8,0.1
-7.66,112.86,0.503,Penanggungan,25.9,0.1
-7.64,112.86,0.503,Penanggungan,25.6,0.1
-7.62,112.86,0.503,Penanggungan,25.5,0.2
-7.6,112.86,0.503,Penanggungan,25.5,0.2
-7.58,112.4,0.503,Arjuno-Welirang,25.4,0.2
-7.52,112.42,0.503,Penanggungan,25.3,0.2
-8.02,113.08,0.502,Bromo,16.7,0.9
-8.0,112.56,0.502,Kelud,28.8,0.1
-7.72,112.86,0.502,Bromo,26.6,0.1
-7.7,112.86,0.502,Penanggungan,27.2,0.1
-7.7,112.88,0.502,Bromo,28.0,0.1
-7.7,112.9,0.502,Bromo,27.5,0.1
-7.7,112.92,0.502,Bromo,27.1,0.1
-7.7,112.94,0.502,Bromo,26.9,0.1
-7.7,112.96,0.502,Bromo,26.9,0.1
-7.7,112.98,0.502,Bromo,27.1,0.1
-7.68,112.26,0.502,Kelud,28.3,0.1
-7.68,112.28,0.502,Kelud,28.0,0.1
-7.68,112.3,0.502,Kelud,27.8,0.1
-7.68,112.32,0.502,Kelud,27.8,0.1
-7.68,112.34,0.502,Arjuno-Welirang,26.5,0.1
-7.68,112.86,0.502,Penanggungan,26.5,0.1
-7.68,112.88,0.502,Penanggungan,28.6,0.1
-7.66,112.88,0.502,Penanggungan,28.1,0.1
-7.64,112.88,0.502,Penanggungan,27.8,0.1
-7.62,112.88,0.502,Penanggungan,27.7,0.1
-7.6,112.88,0.502,Penanggungan,27.7,0.1
-7.58,112.36,0.502,Arjuno-Welirang,28.9,0.1
-7.58,112.38,0.502,Arjuno-Welirang,27.1,0.1
-7.52,112.4,0.502,Penanggungan,27.4,0.1
-7.48,112.7,0.502,Penanggungan,16.9,0.8
-8.18,113.06,0.501,Semeru,17.2,0.8
-8.12,113.4,0.501,Lamongan,17.1,0.8
-8.08,113.46,0.501,Lamongan,17.2,0.8
-8.04,112.56,0.501,Kelud,30.3,0.1
-8.04,112.58,0.501,Kelud,32.4,0.0
-8.04,112.6,0.501,Kelud,34.4,0.0
-8.04,112.62,0.501,Semeru,34.1,0.0
-8.04,113.2,0.501,Lamongan,17.2,0.8
-8.02,112.56,0.501,Kelud,29.5,0.1
-8.02,112.62,0.501,Arjuno-Welirang,32.7,0.0
-8.0,112.58,0.501,Arjuno-Welirang,30.1,0.1
-8.0,112.62,0.501,Arjuno-Welirang,30.5,0.1
-7.98,112.0,0.501,Kelud,34.4,0.0
-7.98,112.02,0.501,Kelud,32.2,0.0
-7.98,112.04,0.501,Kelud,30.0,0.1
-7.96,112.0,0.501,Kelud,34.1,0.0
-7.96,112.02,0.501,Kelud,31.9,0.0
-7.96,112.04,0.501,Kelud,29.7,0.1
-7.94,112.0,0.501,Kelud,33.9,0.0
-7.94,112.02,0.501,Kelud,31.7,0.0
-7.94,112.04,0.501,Kelud,29.5,0.1
-7.92,112.0,0.501,Kelud,33.9,0.0
-7.92,112.02,0.501,Kelud,31.7,0.0
-7.92,112.04,0.501,Kelud,29.5,0.1
-7.9,112.0,0.501,Kelud,34.1,0.0
-7.9,112.02,0.501,Kelud,31.9,0.0
-7.9,112.04,0.501,Kelud,29.7,0.1
-7.88,112.0,0.501,Kelud,34.4,0.0
-7.88,112.02,0.501,Kelud,32.2,0.0
-7.68,112.9,0.501,Bromo,29.6,0.1
-7.68,112.92,0.501,Bromo,29.3,0.1
-7.68,112.94,0.501,Bromo,29.2,0.1
-7.68,112.96,0.501,Bromo,29.2,0.1
-7.68,112.98,0.501,Bromo,29.3,0.1
-7.66,112.22,0.501,Kelud,31.5,0.0
-7.66,112.24,0.501,Kelud,30.9,0.1
-7.66,112.26,0.501,Kelud,30.5,0.1
-7.66,112.28,0.501,Kelud,30.2,0.1
-7.66,112.3,0.501,Kelud,30.0,0.1
-7.66,112.9,0.501,Penanggungan,30.3,0.1
-7.66,112.92,0.501,Bromo,31.5,0.0
-7.66,112.94,0.501,Bromo,31.4,0.0
-7.66,112.96,0.501,Bromo,31.4,0.0
-7.66,112.98,0.501,Bromo,31.5,0.0
-7.64,112.2,0.501,Kelud,34.4,0.0
-7.64,112.22,0.501,Kelud,33.7,0.0
-7.64,112.24,0.501,Kelud,33.1,0.0
-7.64,112.26,0.501,Kelud,32.7,0.0
-7.64,112.9,0.501,Penanggungan,30.0,0.1
-7.64,112.92,0.501,Penanggungan,32.2,0.0
-7.64,112.94,0.501,Bromo,33.6,0.0
-7.64,112.96,0.501,Bromo,33.6,0.0
-7.62,112.9,0.501,Penanggungan,29.9,0.1
-7.62,112.92,0.501,Penanggungan,32.1,0.0
-7.62,112.94,0.501,Penanggungan,34.3,0.0
-7.6,112.9,0.501,Penanggungan,29.9,0.1
-7.6,112.92,0.501,Penanggungan,32.1,0.0
-7.6,112.94,0.501,Penanggungan,34.3,0.0
-7.56,112.34,0.501,Arjuno-Welirang,32.0,0.0
-7.56,112.36,0.501,Arjuno-Welirang,30.2,0.1
-7.54,112.34,0.501,Penanggungan,32.9,0.0
-7.54,112.36,0.501,Penanggungan,30.8,0.1
-7.52,112.36,0.501,Penanggungan,31.5,0.0
-7.52,112.38,0.501,Penanggungan,29.4,0.1
-8.12,113.08,0.5,Semeru,17.4,0.8
-8.12,113.28,0.5,Lamongan,17.3,0.8
-8.1,113.08,0.5,Semeru,17.4,0.8
-8.1,113.44,0.5,Lamongan,17.4,0.8
-8.06,112.6,0.5,Kelud,35.3,0.0
-7.98,111.96,0.5,Kelud,38.7,0.0
-7.98,111.98,0.5,Kelud,36.5,0.0
-7.96,111.96,0.5,Kelud,38.5,0.0
-7.96,111.98,0.5,Kelud,36.3,0.0
-7.94,111.96,0.5,Kelud,38.3,0.0
-7.94,111.98,0.5,Kelud,36.1,0.0
-7.92,111.96,0.5,Kelud,38.3,0.0
-7.92,111.98,0.5,Kelud,36.1,0.0
-7.9,111.96,0.5,Kelud,38.5,0.0
-7.9,111.98,0.5,Kelud,36.3,0.0
-7.88,111.96,0.5,Kelud,38.7,0.0
-7.88,111.98,0.5,Kelud,36.6,0.0
-7.86,111.96,0.5,Kelud,39.1,0.0
-7.86,111.98,0.5,Kelud,37.0,0.0
-7.86,112.0,0.5,Kelud,34.8,0.0
-7.84,111.96,0.5,Kelud,39.6,0.0
-7.84,111.98,0.5,Kelud,37.5,0.0
-7.84,112.0,0.5,Kelud,35.4,0.0
-7.82,111.98,0.5,Kelud,38.1,0.0
-7.8,111.98,0.5,Kelud,38.9,0.0
-7.78,111.98,0.5,Kelud,39.8,0.0
-7.64,112.16,0.5,Kelud,36.1,0.0
-7.64,112.18,0.5,Kelud,35.2,0.0
-7.62,112.14,0.5,Kelud,39.1,0.0
-7.62,112.16,0.5,Kelud,38.1,0.0
-7.62,112.18,0.5,Kelud,37.2,0.0
-7.62,112.2,0.5,Kelud,36.5,0.0
-7.62,112.22,0.5,Kelud,35.8,0.0
-7.62,112.24,0.5,Kelud,35.3,0.0
-7.62,112.26,0.5,Kelud,34.9,0.0
-7.6,112.18,0.5,Kelud,39.3,0.0
-7.6,112.2,0.5,Kelud,38.6,0.0
-7.6,112.22,0.5,Kelud,38.0,0.0
-7.6,112.24,0.5,Kelud,37.5,0.0
-7.46,112.66,0.5,Penanggungan,17.6,0.7
-8.14,113.08,0.499,Semeru,17.8,0.7
-8.1,113.24,0.499,Lamongan,17.8,0.7
-8.08,113.08,0.499,Semeru,17.7,0.7
-8.08,113.22,0.499,Lamongan,17.7,0.7
-8.06,113.48,0.499,Lamongan,17.7,0.7
-8.04,113.08,0.499,Bromo,18.0,0.7
-8.0,113.1,0.499,Bromo,17.7,0.7
-8.16,113.08,0.498,Semeru,18.3,0.6
-8.14,113.32,0.498,Lamongan,18.3,0.6
-8.14,113.34,0.498,Lamongan,18.1,0.7
-8.14,113.36,0.498,Lamongan,18.2,0.6
-8.12,113.26,0.498,Lamongan,18.3,0.6
-8.12,113.42,0.498,Lamongan,18.0,0.7
-8.06,113.08,0.498,Semeru,18.2,0.7
-8.06,113.2,0.498,Lamongan,18.3,0.6
-8.0,113.18,0.498,Lamongan,18.1,0.7
-7.48,112.72,0.498,Penanggungan,18.1,0.7
-7.46,112.68,0.498,Penanggungan,18.1,0.7
-8.14,113.3,0.497,Lamongan,18.7,0.6
-8.14,113.38,0.497,Lamongan,18.6,0.6
-8.1,113.46,0.497,Lamongan,18.8,0.6
-8.02,113.1,0.497,Bromo,18.7,0.6
-8.02,113.18,0.497,Lamongan,18.6,0.6
-8.18,113.08,0.496,Semeru,19.1,0.5
-8.14,113.4,0.496,Lamongan,19.2,0.5
-8.12,113.44,0.496,Lamongan,19.2,0.5
-8.1,113.22,0.496,Lamongan,19.2,0.5
-8.08,113.48,0.496,Lamongan,18.9,0.6
-7.46,112.7,0.496,Penanggungan,18.9,0.6
-8.14,113.28,0.495,Lamongan,19.4,0.5
-8.12,113.1,0.495,Semeru,19.6,0.5
-8.12,113.24,0.495,Lamongan,19.5,0.5
-8.1,113.1,0.495,Semeru,19.6,0.5
-8.08,113.2,0.495,Lamongan,19.5,0.5
-8.04,113.18,0.495,Lamongan,19.3,0.5
-7.98,112.94,0.495,Bromo,4.4,10.3
-7.98,112.96,0.495,Bromo,4.4,10.3
-7.98,113.3,0.495,Lamongan,4.7,9.6
-7.98,113.32,0.495,Lamongan,2.6,14.8
-7.98,113.34,0.495,Lamongan,0.5,22.5
-7.98,113.36,0.495,Lamongan,1.9,16.9
-7.98,113.38,0.495,Lamongan,4.1,10.9
-7.96,112.94,0.495,Bromo,2.3,15.7
-7.96,112.96,0.495,Bromo,2.3,15.7
-7.96,112.98,0.495,Bromo,3.9,11.4
-7.96,113.32,0.495,Lamongan,3.2,13.2
-7.96,113.34,0.495,Lamongan,1.9,16.9
-7.96,113.36,0.495,Lamongan,2.7,14.5
-7.96,113.38,0.495,Lamongan,4.5,10.1
-7.94,112.94,0.495,Bromo,1.1,19.8
-7.94,112.96,0.495,Bromo,1.1,19.8
-7.94,112.98,0.495,Bromo,3.3,12.8
-7.94,113.32,0.495,Lamongan,4.8,9.4
-7.94,113.34,0.495,Lamongan,4.1,10.8
-7.94,113.36,0.495,Lamongan,4.5,10.0
-7.92,112.96,0.495,Bromo,2.7,14.5
-7.92,112.98,0.495,Bromo,4.1,10.9
-7.48,112.74,0.495,Penanggungan,19.4,0.5
-7.44,112.66,0.495,Penanggungan,19.8,0.5
-8.14,113.1,0.494,Semeru,19.9,0.5
-8.14,113.26,0.494,Lamongan,20.3,0.4
-8.14,113.42,0.494,Lamongan,20.0,0.5
-8.08,113.1,0.494,Semeru,19.8,0.5
-8.06,113.1,0.494,Semeru,20.3,0.4
-8.06,113.18,0.494,Lamongan,20.2,0.4
-8.04,113.1,0.494,Bromo,19.8,0.5
-8.0,113.12,0.494,Bromo,19.8,0.5
-8.0,113.16,0.494,Lamongan,20.3,0.4
-7.46,112.72,0.494,Penanggungan,19.9,0.5
-7.44,112.68,0.494,Penanggungan,20.3,0.4
-8.16,113.1,0.493,Semeru,20.4,0.4
-8.16,113.3,0.493,Lamongan,20.9,0.4
-8.16,113.32,0.493,Lamongan,20.5,0.4
-8.16,113.34,0.493,Lamongan,20.4,0.4
-8.16,113.36,0.493,Lamongan,20.4,0.4
-8.16,113.38,0.493,Lamongan,20.8,0.4
-8.12,113.22,0.493,Lamongan,20.9,0.4
-8.12,113.46,0.493,Lamongan,20.5,0.4
-8.1,113.2,0.493,Lamongan,20.9,0.4
-8.1,113.48,0.493,Lamongan,20.4,0.4
-8.02,113.12,0.493,Bromo,20.6,0.4
-8.02,113.16,0.493,Lamongan,20.7,0.4
-7.48,112.76,0.493,Penanggungan,20.8,0.4
-8.18,113.1,0.492,Semeru,21.2,0.4
-8.16,113.28,0.492,Lamongan,21.5,0.3
-8.16,113.4,0.492,Lamongan,21.3,0.3
-8.14,113.24,0.492,Lamongan,21.4,0.3
-8.14,113.44,0.492,Lamongan,21.0,0.4
-8.08,113.18,0.492,Lamongan,21.3,0.4
-8.04,113.12,0.492,Bromo,21.7,0.3
-8.04,113.16,0.492,Lamongan,21.3,0.3
-7.46,112.74,0.492,Penanggungan,21.1,0.4
-7.44,112.7,0.492,Penanggungan,21.0,0.4
-8.16,113.26,0.491,Lamongan,22.3,0.3
-8.16,113.42,0.491,Lamongan,22.0,0.3
-8.14,113.12,0.491,Semeru,22.1,0.3
-8.14,113.46,0.491,Lamongan,22.2,0.3
-8.12,113.12,0.491,Semeru,21.8,0.3
-8.12,113.2,0.491,Lamongan,22.4,0.3
-8.12,113.48,0.491,Lamongan,21.9,0.3
-8.1,113.12,0.491,Semeru,21.8,0.3
-8.08,113.12,0.491,Semeru,22.0,0.3
-8.06,113.12,0.491,Semeru,22.4,0.3
-8.06,113.16,0.491,Lamongan,22.2,0.3
-8.0,113.14,0.491,Bromo,21.9,0.3
-7.48,112.78,0.491,Penanggungan,22.4,0.3
-7.46,112.76,0.491,Penanggungan,22.5,0.3
-7.44,112.72,0.491,Penanggungan,21.9,0.3
-7.42,112.64,0.491,Penanggungan,21.7,0.3
-7.42,112.66,0.491,Penanggungan,22.0,0.3
-7.42,112.68,0.491,Penanggungan,22.4,0.3
-8.18,113.12,0.49,Semeru,23.2,0.2
-8.18,113.3,0.49,Lamongan,23.1,0.2
-8.18,113.32,0.49,Lamongan,22.7,0.3
-8.18,113.34,0.49,Lamongan,22.6,0.3
-8.18,113.36,0.49,Lamongan,22.7,0.3
-8.18,113.38,0.49,Lamongan,22.9,0.3
-8.18,113.4,0.49,Lamongan,23.4,0.2
-8.16,113.12,0.49,Semeru,22.5,0.3
-8.16,113.24,0.49,Lamongan,23.3,0.2
-8.16,113.44,0.49,Lamongan,23.0,0.2
-8.14,113.22,0.49,Lamongan,22.6,0.3
-8.1,113.18,0.49,Lamongan,22.6,0.3
-8.08,113.16,0.49,Lamongan,23.2,0.2
-8.04,113.14,0.49,Lamongan,23.4,0.2
-8.02,113.14,0.49,Bromo,22.6,0.3
-7.5,112.8,0.49,Penanggungan,22.8,0.3
-7.44,112.74,0.49,Penanggungan,23.0,0.2
-7.42,112.7,0.49,Penanggungan,23.1,0.2
-8.18,113.26,0.489,Lamongan,24.4,0.2
-8.18,113.28,0.489,Lamongan,23.6,0.2
-8.18,113.42,0.489,Lamongan,24.1,0.2
-8.16,113.14,0.489,Semeru,24.7,0.2
-8.16,113.22,0.489,Lamongan,24.4,0.2
-8.16,113.46,0.489,Lamongan,24.1,0.2
-8.14,113.14,0.489,Semeru,24.3,0.2
-8.14,113.2,0.489,Lamongan,24.0,0.2
-8.14,113.48,0.489,Lamongan,23.6,0.2
-8.12,113.14,0.489,Semeru,24.0,0.2
-8.12,113.18,0.489,Lamongan,24.0,0.2
-8.1,113.14,0.489,Semeru,24.0,0.2
-8.1,113.16,0.489,Lamongan,24.4,0.2
-8.08,113.14,0.489,Semeru,24.2,0.2
-8.06,113.14,0.489,Lamongan,24.2,0.2
-7.5,112.82,0.489,Penanggungan,24.6,0.2
-7.48,112.8,0.489,Penanggungan,24.1,0.2
-7.46,112.78,0.489,Penanggungan,24.0,0.2
-7.44,112.76,0.489,Penanggungan,24.2,0.2
-7.42,112.72,0.489,Penanggungan,23.9,0.2
-7.4,112.64,0.489,Penanggungan,23.9,0.2
-7.4,112.66,0.489,Penanggungan,24.1,0.2
-7.4,112.68,0.489,Penanggungan,24.6,0.2
-8.18,113.44,0.488,Lamongan,25.0,0.2
-8.04,112.52,0.488,Kelud,26.4,0.1
-8.02,112.52,0.488,Kelud,25.4,0.2
-7.5,112.42,0.488,Penanggungan,26.3,0.1
-7.48,112.44,0.488,Penanggungan,25.7,0.1
-7.42,112.74,0.488,Penanggungan,24.9,0.2
-8.06,112.52,0.487,Kelud,27.5,0.1
-8.04,112.54,0.487,Kelud,28.3,0.1
-8.04,112.68,0.487,Semeru,27.7,0.1
-8.02,112.54,0.487,Kelud,27.4,0.1
-8.02,112.68,0.487,Semeru,28.4,0.1
-8.0,112.54,0.487,Kelud,26.7,0.1
-7.5,112.4,0.487,Penanggungan,28.3,0.1
-7.48,112.42,0.487,Penanggungan,27.5,0.1
-8.1,112.62,0.486,Semeru,33.3,0.0
-8.08,112.54,0.486,Kelud,30.5,0.1
-8.08,112.56,0.486,Kelud,32.4,0.0
-8.08,112.58,0.486,Kelud,34.3,0.0
-8.08,112.62,0.486,Semeru,33.4,0.0
-8.08,112.64,0.486,Semeru,31.2,0.0
-8.06,112.54,0.486,Kelud,29.4,0.1
-8.06,112.56,0.486,Kelud,31.3,0.0
