seed,hard_frac,zdist_mean,algorithm,auc_own,auc_common,tss_common,boyce
7,0.0,2.1086806408473873,maxent,0.6958573172291211,0.6689280221830113,0.3495551070713234,0.6008962763330246
7,0.0,2.1086806408473873,xgboost,0.7302148769887405,0.7255258588319187,0.4472372365447648,0.5252240660929827
7,0.0,2.1086806408473873,randomforest,0.7245562714434495,0.7209993663863526,0.4139001892849552,0.5493409992804448
7,0.1,2.1771368045765955,maxent,0.6926794184402294,0.6738709786648074,0.35002458552143223,0.6532358062832415
7,0.1,2.1771368045765955,xgboost,0.7212820401253672,0.7145759454560949,0.42111932179328504,0.493247741081308
7,0.1,2.1771368045765955,randomforest,0.71950408073335,0.7144109068725403,0.4091463386849316,0.475570384566604
7,0.2,2.2598782585630413,maxent,0.7250016569309319,0.6790021748083532,0.3691326927349869,0.7376074392435648
7,0.2,2.2598782585630413,xgboost,0.7456913948905066,0.7273399028668988,0.45249623432076014,0.49665180191074104
7,0.2,2.2598782585630413,randomforest,0.731172357819507,0.7229260199103325,0.43547198630864126,0.4181444669190362
7,0.3,2.2806693029874894,maxent,0.6862511046365742,0.6617613059586438,0.34098274928731964,0.6424438113138037
7,0.3,2.2806693029874894,xgboost,0.7383626155435592,0.713476112842071,0.4288354431009891,0.4943028140776301
7,0.3,2.2806693029874894,randomforest,0.7267053132215711,0.707306996355087,0.41919422357097497,0.3964219730429748
7,0.4,2.443560140286363,maxent,0.7214152846207718,0.6668244274444282,0.35353973050497645,0.6904607279452298
7,0.4,2.443560140286363,xgboost,0.7558385762543034,0.7050393029337134,0.38910776805495934,0.4880899163997868
7,0.4,2.443560140286363,randomforest,0.7605626999766415,0.7156285172085768,0.42286535847651174,0.5345383729819434
7,0.5,2.457230753823618,maxent,0.7402742285431663,0.6670939373503678,0.3283730332564462,0.7536087204658415
7,0.5,2.457230753823618,xgboost,0.7706250728969717,0.7185042654213093,0.4227700528348306,0.4656474128302467
7,0.5,2.457230753823618,randomforest,0.7693081625013044,0.7145991320585562,0.42832759683242144,0.5089737689072045
7,0.6,2.5438002256340244,maxent,0.7368913095567625,0.6526795567810548,0.3343379109613411,0.6222018382594381
